run,scenario_id,condition,swap_pair,direction,source_stratum,paper_failure_mode,multi_label_grounded,domestic_violence_hidden_fact,domestic_violence_explicit_probe,opening_query,hidden_fact,expected_initial_label,expected_initial_label_canonical,expected_final_label,expected_final_label_canonical,initial_top_label,initial_labels,initial_top_category_is_expected,initial_top_is_expected,initial_category_correct,initial_subcategory_correct,initial_exact_scorable,provider_initial_category_flag,provider_initial_exact_flag,follow_up_question_count,follow_up_questions,question_matched,matched_question,final_top_label,final_labels,final_top_category_is_expected,final_top_is_expected,final_category_correct,final_subcategory_correct,final_exact_scorable,provider_final_category_flag,provider_final_exact_flag,expected_final_category_present_initially,expected_final_exact_present_initially,expected_final_category_added,expected_final_exact_added,classification_changed,top_category_changed,provider_error,latency_ms,promptfoo_success
final_run_2_20260714T181957Z,x0041,intended,custody_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,False,The other parent has been causing problems and I need advice about my child. I do not know what to do next.,The other parent hit me while I was holding our child and threatened to come back.,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Restraining Orders,True,True,True,True,True,True,True,2,What is the main issue right now? || Do you already have a court order about custody or visits?,True,What is the main issue right now?,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Domestic Violence,True,False,True,False,True,True,False,True,True,False,False,False,False,,16050,False
final_run_2_20260714T181957Z,x0629,intended,contractor_vs_small_claims,BtoA,expanded_workbook_grounded,,True,False,False,I want to recover money for bad contractor work but do not know which court to use. Can a lawyer help me?,The dispute involves a construction lien and contractor licensing issues beyond small claims.,Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > Small Claims Advice,False,False,True,True,True,True,True,3,"Is this about work done on a home you live in, a rental, or a business property? || About how much money are you trying to recover? || Do you have a written contract with the contractor that says disputes must go to arbitration or mediation (instead of court)?",False,,,,False,False,False,False,True,,,True,True,False,False,False,False,,10535,False
final_run_2_20260714T181957Z,x0377,intended,dui_vs_dmv,BtoA,expanded_workbook_grounded,,False,False,False,A state office refused to renew my driving privileges.,I was arrested for driving under the influence and face a criminal charge.,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),Criminal Law > DUII/DWS,Criminal Law > DUII/DWS,,,False,False,False,False,True,False,False,1,All classifier providers failed to return a response or no labels/questions were found.,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,62712,False
final_run_2_20260714T181957Z,x0614,intended,contractor_vs_small_claims,AtoB,expanded_workbook_grounded,,True,False,False,My renovation is unfinished and I need to know how to recover the cost. Can a lawyer help me?,"The only claim is for a small amount within the small-claims limit, and I want filing guidance.",Real Property > Construction/Contractors,Real Property > Construction/Contractors,Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors,True,True,True,True,True,True,True,3,"Where is the renovation? || Do you have a written contract and proof of what you paid (receipts, bank records)? || About how much money are you trying to recover?",True,About how much money are you trying to recover?,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > Small Claims Advice,False,False,True,True,True,True,True,False,False,True,True,False,False,,17795,False
final_run_2_20260714T181957Z,x0749,intended,medicaid_vs_guardianship,AtoB,expanded_workbook_grounded,,True,False,False,My elderly parent may lose care and our family does not know what to do. What are my options?,The court must appoint someone to make care and financial decisions.,Administrative Law > Medicare/Medicaid,Administrative Law > Medicare/Medicaid,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Long-term Care Issues,Wills & Trusts > Long-term Care Issues || Wills & Trusts > Medicare/Medicaid Planning,False,False,False,False,True,False,False,2,What’s the main problem right now? || Does your parent still understand and make their own decisions most of the time?,True,What’s the main problem right now?,Wills & Trusts > Long-term Care Issues,Wills & Trusts > Long-term Care Issues || Wills & Trusts > Conservatorship/Guardianship || Administrative Law > Medicare/Medicaid,True,False,True,True,True,True,True,True,False,False,True,False,False,,16982,False
final_run_2_20260714T181957Z,legacy_132,intended,employee_vs_employer,BtoA,legacy_200_snapshot,,False,False,False,I hired someone for a job in my business and we have a disagreement about how things ended. Now he's demanding something from me.,"The dispute is about terminating the worker from an employee position, not a contractor.","Business & Corporate > General (Contracts, Business, Organization)","Business and Corporate > General (contracts, entities)",Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,Labor & Employment > General - Employer,"Labor & Employment > General - Employer || Business and Corporate > General (contracts, entities)",False,False,True,True,True,False,False,3,"Was this person your employee on payroll, or an independent contractor you paid by invoice? || What are they asking you for? || Did you have a written agreement or offer letter with this person?",True,"Was this person your employee on payroll, or an independent contractor you paid by invoice?",Labor & Employment > General - Employer,Labor & Employment > General - Employer || Business and Corporate > Litigation,True,False,True,,False,True,False,True,,False,,False,False,,15436,False
final_run_2_20260714T181957Z,x0310,intended,judgment_vs_bankruptcy,AtoB,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,There is already a decision about a debt and I need to know the next step. I do not know what to do next.,Several creditors have judgments against me and I cannot meet basic expenses.,Debtor/Creditor > Judgement Collection,Debtor/Creditor > Judgment Collection,Bankruptcy > Personal,Bankruptcy > Personal,Debtor/Creditor > Judgment Collection,Debtor/Creditor > Judgment Collection || Debtor/Creditor > General (Debtor),True,True,True,True,True,True,False,1,Which side are you on for this debt decision?,True,Which side are you on for this debt decision?,Debtor/Creditor > General (Debtor),Debtor/Creditor > General (Debtor) || Debtor/Creditor > Judgment Collection,False,False,False,False,True,False,False,False,False,False,False,True,False,,16701,False
final_run_2_20260714T181957Z,x0592,intended,copyright_vs_patent,BtoA,expanded_workbook_grounded,,True,False,False,I want to stop competitors from copying a new creation. What are my options?,The creation is software code and written content that I want to register.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Other,True,False,True,True,True,True,True,1,What type of creation is it?,True,What type of creation is it?,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Other,True,True,True,True,True,True,True,True,True,False,False,False,False,,17132,False
final_run_2_20260714T181957Z,legacy_127,intended,employee_vs_employer,AtoB,legacy_200_snapshot,,False,False,False,Someone is upset I stopped their work and says I broke employment laws. How can I protect myself?,I'm the owner of a web design firm and I hired them as a freelance contractor.,Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,"Business & Corporate > General (Contracts, Business, Organization)","Business and Corporate > General (contracts, entities)",Labor & Employment > General - Employer,Labor & Employment > General - Employer,True,False,True,,False,True,False,3,Was this person your employee or an independent contractor? || What are they saying you did wrong? || Which state did this happen in?,True,Was this person your employee or an independent contractor?,Labor & Employment > General - Employer,Labor & Employment > General - Employer || Labor & Employment > Wrongful Discharge - Employer || Labor & Employment > Wage and Hour Claims - Employer,False,False,False,False,True,False,False,False,False,False,False,False,False,,19038,False
final_run_2_20260714T181957Z,x0623,intended,contractor_vs_small_claims,BtoA,expanded_workbook_grounded,,True,False,False,A contractor owes me money for repairs and I may need to file a claim myself. What are my options?,"The contractor's bond, licensing, and multiple subcontractors are involved.",Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > Small Claims Advice,False,False,True,True,True,True,True,3,"Which best describes you in this situation? || Do you have a written contract, estimate, or invoices for the repair work? || About how much money are you owed?",False,,,,False,False,False,False,True,,,True,True,False,False,False,False,,10652,False
final_run_2_20260714T181957Z,x0189,intended,wrongful_discharge_vs_unemployment,AtoB,expanded_workbook_grounded,employment_admin_ignores_hearing_signals,True,False,False,I was fired and need help because I have no income now. I do not know what to do next.,I need representation at a state unemployment-benefits hearing.,Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,Administrative Law > Unemployment,Administrative Law > Unemployment,Labor & Employment > General - Employee,Labor & Employment > General - Employee || Administrative Law > Unemployment || Labor & Employment > Wrongful Discharge - Employee,True,False,True,,False,True,False,1,What do you need help with most right now?,True,What do you need help with most right now?,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Wrongful Discharge - Employee || Administrative Law > Unemployment || Labor & Employment > General - Employee,False,False,True,True,True,True,True,True,True,False,False,True,False,,17142,False
final_run_2_20260714T181957Z,x0536,intended,guardianship_vs_elder_abuse,BtoA,expanded_workbook_grounded,,True,False,True,I think an older relative is being taken advantage of and need legal help. I do not know what to do next.,No money is missing; we need a court-appointed guardian because there is no valid power of attorney.,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Conservatorship/Guardianship,True,True,True,True,True,True,True,3,"What kind of harm do you think is happening? || Do you think you need to get legal authority to make decisions for them (guardianship/conservatorship), or mainly stop a specific person from taking advantage of them? || Is there already a power of attorney (a paper that lets someone make decisions for them)?",True,Is there already a power of attorney (a paper that lets someone make decisions for them)?,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Conservatorship/Guardianship,True,False,True,True,True,True,True,True,True,False,False,False,False,,17316,False
final_run_2_20260714T181957Z,legacy_115,intended,dui_vs_dmv,BtoA,legacy_200_snapshot,,False,False,False,I’m having trouble with the DMV after they suspended my license and now I can’t drive to work.,It’s because I got a DUI last month.,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),Criminal Law > DUII/DWS,Criminal Law > DUII/DWS,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),True,True,True,True,True,True,True,1,Do you know what the suspension is for?,True,Do you know what the suspension is for?,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),False,False,True,False,True,True,False,True,False,False,False,False,False,,17527,False
final_run_2_20260714T181957Z,x0341,intended,tenant_vs_landlord,AtoB,expanded_workbook_grounded,,True,False,False,The other person is not following the rental agreement and I need advice. I do not know what to do next.,The lease lists me as the property owner renting the home out.,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential,Real Property > Tenant (Residential),Real Property > Tenant (Residential),True,True,True,True,True,True,True,1,Which best describes you and the place that’s rented?,True,Which best describes you and the place that’s rented?,Real Property > Tenant (Residential),Real Property > Tenant (Residential) || Real Property > Landlord Residential || Real Property > Tenant (Commercial),True,False,True,True,True,True,True,True,False,False,True,False,False,,17853,False
final_run_2_20260714T181957Z,x0593,intended,copyright_vs_patent,BtoA,expanded_workbook_grounded,,True,False,False,I need help filing the right kind of protection for my work. What are my options?,I need copyright protection for original artwork and a trademark for the brand.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Computer Law & Internet Law,True,False,True,True,True,True,True,1,What kind of “work” are you trying to protect?,True,What kind of “work” are you trying to protect?,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only),True,True,True,True,True,True,True,True,True,False,False,False,False,,17288,False
final_run_2_20260714T181957Z,x0226,intended,work_injury_vs_personal_injury,BtoA,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,False,I was injured at a store and the business says it is not responsible.,"I was an employee, on the clock, and performing my assigned duties when it happened.",General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State,General Litigation > Premises Liability,General Litigation > Premises Liability,True,False,True,False,True,True,False,0,,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,4034,False
final_run_2_20260714T181957Z,x0014,intended,divorce_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,False,My spouse and I cannot keep living together and I need legal help. Can a lawyer help me?,My partner threatened to hurt me if I leave and has blocked the door before.,Family Law > General (Divorce/Separation),Family Law > General (Divorce/Separation etc.),Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.),True,True,True,True,True,True,False,1,What do you mainly need help with right now?,True,What do you mainly need help with right now?,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.) || Family Law > Restraining Orders,True,False,True,True,True,True,True,True,False,False,True,False,False,,18514,False
final_run_2_20260714T181957Z,x0003,intended,divorce_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,True,Things at home have become unbearable and I want to leave the relationship.,My partner controls my money and has threatened violence when I ask to leave.,Family Law > General (Divorce/Separation),Family Law > General (Divorce/Separation etc.),Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.) || Family Law > Domestic Violence,True,True,True,True,True,True,False,3,"Are you and your partner married, living together but not married, or dating and not living together? || Is there any physical harm, threats, or controlling behavior (like keeping you from money, friends, or leaving)? || Do you have children together under 18?",True,"Is there any physical harm, threats, or controlling behavior (like keeping you from money, friends, or leaving)?",Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.) || Family Law > Domestic Violence,True,False,True,False,True,True,False,True,False,False,False,False,False,,19810,False
final_run_2_20260714T181957Z,legacy_183,intended,tenant_vs_landlord,AtoB,legacy_200_snapshot,,False,False,False,The people living in the basement aren’t following the rules and keep making loud noise.,I am the landlord and I live upstairs.,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential,General Litigation > Neighbor Disputes/Nuisance,General Litigation > Neighbor Disputes/Nuisance,False,False,False,False,True,False,False,1,Which best describes your situation?,True,Which best describes your situation?,General Litigation > Neighbor Disputes/Nuisance,General Litigation > Neighbor Disputes/Nuisance,False,False,False,False,True,False,False,False,False,False,False,False,False,,22174,False
final_run_2_20260714T181957Z,x0292,intended,bankruptcy_vs_creditor,BtoA,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,I am having trouble getting payment and the situation is hurting me financially. What are my options?,I am the person who owes several creditors and want to file bankruptcy.,Debtor/Creditor > General (Creditor),Debtor/Creditor > General (Creditor),Bankruptcy > Personal,Bankruptcy > Personal,Labor & Employment > Wage and Hour Claims - Employee,"Labor & Employment > Wage and Hour Claims - Employee || Business and Corporate > General (contracts, entities)",False,False,False,False,True,False,False,1,What kind of payment are you missing?,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,8812,False
final_run_2_20260714T181957Z,x0600,intended,copyright_vs_patent,BtoA,expanded_workbook_grounded,,True,False,False,I want to stop competitors from copying a new creation. Can a lawyer help me?,The creation is software code and written content that I want to register.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only),True,False,True,True,True,True,True,1,What kind of creation is it?,True,What kind of creation is it?,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only),True,True,True,True,True,True,True,True,True,False,False,False,False,,16758,False
final_run_2_20260714T181957Z,legacy_111,intended,dui_vs_dmv,BtoA,legacy_200_snapshot,,False,False,False,I got a letter from the DMV saying my license is suspended and I’m not sure what I need to do to get it back.,The suspension is because I was arrested for driving under the influence.,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),Criminal Law > DUII/DWS,Criminal Law > DUII/DWS,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),True,True,True,True,True,True,True,1,Do you know why the DMV says your license is suspended?,True,Do you know why the DMV says your license is suspended?,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),False,False,True,False,True,True,False,True,False,False,False,False,False,,16612,False
final_run_2_20260714T181957Z,x0216,intended,work_injury_vs_personal_injury,AtoB,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,False,I injured myself at a work site and have not been able to return. What are my options?,"A separate company's careless driver injured me, and my employer did not cause it.",Workers' Comp > State,Workers' Comp > State,General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation,True,True,True,True,True,True,True,3,"Who do you work for? || Did someone from another company or a third party (like another driver, subcontractor, or equipment maker) cause or contribute to your injury? || Have you already filed a work injury claim for benefits (medical bills and wage replacement)?",True,"Did someone from another company or a third party (like another driver, subcontractor, or equipment maker) cause or contribute to your injury?",Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation,False,False,False,False,True,False,False,False,False,False,False,False,False,,19712,False
