run,scenario_id,boundary_id,direction,flip_type,mechanism,safety_sensitive,opening_query,hidden_fact,expected_initial_label,expected_final_label,initial_labels,initial_category_present,initial_exact_present,plausible_initial_present,follow_up_question_count,follow_up_questions,question_matched,matched_question,final_labels,final_category_present,final_exact_present,expected_final_category_present_initially,expected_final_exact_present_initially,expected_final_category_added,expected_final_exact_added,expected_final_exact_lost,provider_error,latency_ms
variability_b3_20260719T074220Z,v2_business_entity_specifics_10,business_entity_specifics,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,false,A guy is making money off videos of my performances without any agreement with me.,"He's my former manager — there WAS a contract, and the fight is whether his expired management deal still gives him video rights. It's a contract fight, not raw infringement.",Intellectual Property > Entertainment,Business and Corporate > Entertainment,Intellectual Property > Trademark/Copyright || Intellectual Property > Entertainment || Business and Corporate > Entertainment,True,True,True,3,Who recorded the videos that this person is making money from? || Did you ever sign anything or give written permission for your performance to be recorded or used? || What kind of performance is it?,True,Did you ever sign anything or give written permission for your performance to be recorded or used?,"Business and Corporate > Entertainment || Business and Corporate > Litigation || Business and Corporate > General (contracts, entities)",True,True,True,True,False,False,False,,46453
variability_b3_20260719T074220Z,v2_business_entity_specifics_24,business_entity_specifics,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,false,Our family restaurant got a violation notice that could close us and we don't understand our options.,It's the county health department over our outdoor kitchen setup — no liquor issue at all; it's a local administrative appeal.,Business and Corporate > Restaurants/OLCC,Administrative Law > General (Local/Municipal),Business and Corporate > Restaurants/OLCC || Administrative Law > General (Local/Municipal) || Administrative Law > General (State),True,True,True,3,"Who sent the violation notice? || What kind of violation notice did your restaurant receive? For example, was it related to health and safety, licensing, or something else? || Is the violation notice from a local government agency?",True,Who sent the violation notice?,Business and Corporate > Restaurants/OLCC || Administrative Law > General (Local/Municipal),True,True,True,True,False,False,False,,37920
variability_b3_20260719T074220Z,v2_business_entity_specifics_44,business_entity_specifics,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,false,The city is making it impossible to run our food-truck commissary and we suspect favoritism.,They rezoned our block industrial-exclusive last month with no notice to us — challenging the rezoning process and grandfathering our use is the case.,Administrative Law > General (Local/Municipal),Real Property > Land Use/Zoning,Administrative Law > General (Local/Municipal) || Business and Corporate > Restaurants/OLCC || Real Property > Land Use/Zoning,True,True,True,3,How is the city making it hard for your food-truck commissary to run? || Do you think the city is treating you differently than other similar businesses? || What state is this happening in?,True,How is the city making it hard for your food-truck commissary to run?,"Real Property > Land Use/Zoning || Administrative Law > General (Local/Municipal) || Business and Corporate > General (contracts, entities)",True,True,True,True,False,False,False,,38673
variability_b3_20260719T074220Z,v2_business_entity_specifics_46,business_entity_specifics,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,false,Our 501(c)(3) board discovered our treasurer has been 'borrowing' from the operating account.,"It's $240,000 over four years with forged countersignatures — the board's duty now includes referral to prosecutors and our D&O carrier, not just governance cleanup.",Business and Corporate > Non-Profit,Criminal Law > White Collar Crime,Business and Corporate > Non-Profit || Criminal Law > White Collar Crime || General Litigation > Crime Victims,True,True,True,2,"What kind of help do you want with this treasurer taking money from the nonprofit’s bank account? || Is the treasurer still on the board or still able to access the nonprofit’s money (like bank logins, checks, or debit cards)?",True,What kind of help do you want with this treasurer taking money from the nonprofit’s bank account?,Business and Corporate > Non-Profit || Business and Corporate > Litigation || General Litigation > Crime Victims,False,False,True,True,False,False,True,,31047
variability_b3_20260719T074220Z,v2_capacity_and_protection_01,capacity_and_protection,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I need to take over my father's finances before he loses everything. Where do I start?,"His dementia is advanced — his doctor says he no longer understands documents, so he can't sign anything voluntarily.",Wills & Trusts > Power of Attorney,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Power of Attorney || Wills & Trusts > Conservatorship/Guardianship,True,True,True,3,"Can your father still understand what’s going on well enough to sign legal papers, like a power of attorney (paper that lets someone else handle his money and decisions)? || Do you already have a power of attorney (paper that lets you handle his money and decisions) for your father? || Do you think someone is taking advantage of your father or stealing his money?",True,"Can your father still understand what’s going on well enough to sign legal papers, like a power of attorney (paper that lets someone else handle his money and decisions)?",Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Power of Attorney || Wills & Trusts > Elder Abuse,True,True,True,True,False,False,False,,32497
variability_b3_20260719T074220Z,v2_capacity_and_protection_07,capacity_and_protection,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I'm my dad's power of attorney and his care facility is questioning what I'm allowed to do.,"The POA only covers finances — the facility needs medical decisions made and dad can no longer consent, so I'm told I need guardianship for healthcare.",Wills & Trusts > Power of Attorney,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Power of Attorney || Wills & Trusts > Long-term Care Issues || General Litigation > Health Law/HIPAA,True,True,True,3,What kind of decisions are they blocking you from making? || What type of power of attorney do you have? || Is the power of attorney active now and have you given the facility a copy?,True,What type of power of attorney do you have?,Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Power of Attorney,True,True,True,False,False,True,False,,22289
variability_b3_20260719T074220Z,v2_capacity_and_protection_26,capacity_and_protection,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,We need a guardianship for my mother-in-law before she signs anything else her nephew puts in front of her.,"It's past prevention — he already had her deed him the rental duplex and add him to two accounts; clawing those back is the case, with any guardianship second.",Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Elder Abuse,Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Elder Abuse || Family Law > Other,True,True,True,3,What kind of legal help do you want set up for her? || Does she already have any of these documents? || Has a doctor said she has memory or decision-making problems (like dementia or similar)?,False,,,,,True,True,False,False,False,,17908
variability_b3_20260719T074220Z,v2_capacity_and_protection_42,capacity_and_protection,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,The hospital won't release my brother to my care even though I'm all the family he has.,"He's on an involuntary psychiatric hold — the county filed for commitment and the hearing is Thursday; that proceeding, not guardianship, decides everything right now.",Wills & Trusts > Conservatorship/Guardianship,Criminal Law > Mental Commitment,Administrative Law > Medicare/Medicaid || General Litigation > Malpractice-Medical || Wills & Trusts > Probate,True,False,False,0,,False,,,,,False,False,False,False,False,,9299
variability_b3_20260719T074220Z,v2_capacity_and_protection_43,capacity_and_protection,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,Mom's caregiver quit suddenly and we found months of unopened mail including scary bank letters.,The scariest letter is a notice of trustee sale — her reverse mortgage defaulted on taxes and insurance while the mail piled up; the sale is in five weeks.,Wills & Trusts > Elder Abuse,Real Property > Foreclosure,Wills & Trusts > Elder Abuse || Wills & Trusts > Conservatorship/Guardianship || General Litigation > General Torts/Privacy,True,True,True,3,Do you think the caregiver (or anyone else) took your mom’s money or used it without permission? || Do you already have a power of attorney (a legal paper that lets you handle your mom’s money and make decisions for her)? || Is your mom able to understand what is going on and make her own decisions right now?,False,,,,,False,False,False,False,False,,30797
variability_b3_20260719T074220Z,v2_capacity_and_protection_45,capacity_and_protection,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,The bank froze Dad's accounts because two different relatives showed up with 'authority' documents.,Both documents are POAs Dad signed at different times — he's competent and mortified; revoking both and executing one clean POA solves it without any court.,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Power of Attorney,Wills & Trusts > Power of Attorney || Wills & Trusts > Conservatorship/Guardianship || Debtor/Creditor > General (Creditor),True,True,True,3,Is your dad still alive? || What kind of papers did the relatives show the bank that say they can act for your dad? || Do you have a copy of any of those papers (like a power of attorney or a court order) for your dad?,True,What kind of papers did the relatives show the bank that say they can act for your dad?,Wills & Trusts > Power of Attorney || General Litigation > General Litigation || Wills & Trusts > Litigation,True,True,True,True,False,False,False,,45072
variability_b3_20260719T074220Z,v2_charge_severity_01,charge_severity,AtoB,routing_disambiguation,M4_competing_framings_of_one_dispute,false,I got arrested after a fight outside a bar that I didn't start. I need a criminal defense lawyer.,"The paperwork says Assault III because the other guy's jaw was broken, and they told me that's a felony.",Criminal Law > Misdemeanor,Criminal Law > Lesser Felony,Criminal Law > Misdemeanor || Criminal Law > Lesser Felony || Criminal Law > Other,True,True,True,2,Do you know the exact charge? || Were you charged with a misdemeanor or a felony?,True,Were you charged with a misdemeanor or a felony?,,,,True,True,False,False,False,,32042
variability_b3_20260719T074220Z,v2_charge_severity_02,charge_severity,BtoA,routing_disambiguation,M4_competing_framings_of_one_dispute,false,The police charged me with assault after an argument with my brother-in-law got physical. I'm terrified.,"The complaint says Assault IV, a Class A misdemeanor; nobody was seriously hurt.",Criminal Law > Lesser Felony,Criminal Law > Misdemeanor,Criminal Law > Misdemeanor || Criminal Law > Lesser Felony || General Litigation > Crime Victims,True,True,True,2,Do you know if the assault charge is a misdemeanor (lower level) or a felony (more serious)? || Did you hurt your brother-in-law badly enough that he needed to go to the hospital?,True,Do you know if the assault charge is a misdemeanor (lower level) or a felony (more serious)?,Criminal Law > Misdemeanor,True,True,True,True,False,False,False,,33558
variability_b3_20260719T074220Z,v2_charge_severity_17,charge_severity,BtoA,routing_disambiguation,M4_competing_framings_of_one_dispute,false,I was charged over an incident at work where money went missing from the till.,The charge is misdemeanor Theft III; the till was short $95.,Criminal Law > Lesser Felony,Criminal Law > Misdemeanor,Criminal Law > Misdemeanor || Criminal Law > Lesser Felony || Criminal Law > White Collar Crime,True,True,True,3,"Is this a criminal case with the police/court, or is it only your job accusing you? || About how much money is your job saying went missing? || Did you lose your job because of this (fired or forced to quit)?",True,About how much money is your job saying went missing?,Criminal Law > Misdemeanor || Labor & Employment > Wrongful Discharge - Employee,True,True,True,True,False,False,False,,58009
variability_b3_20260719T074220Z,v2_charge_severity_22,charge_severity,BtoA,routing_disambiguation,M4_competing_framings_of_one_dispute,false,I'm charged over a fight at my kid's hockey game that the other guy started on video.,"The complaint charges Harassment and Disorderly Conduct II — both misdemeanors, no injury alleged.",Criminal Law > Lesser Felony,Criminal Law > Misdemeanor,Criminal Law > Misdemeanor || Criminal Law > Lesser Felony || General Litigation > Crime Victims,True,True,True,1,Do you know if what you’re charged with is a misdemeanor (less serious crime) or a felony (more serious crime)?,True,Do you know if what you’re charged with is a misdemeanor (less serious crime) or a felony (more serious crime)?,Criminal Law > Misdemeanor || Criminal Law > Local Ordinances || Criminal Law > Post Conviction/Appeals,True,True,True,True,False,False,False,,44403
variability_b3_20260719T074220Z,v2_charge_severity_24,charge_severity,AtoB,routing_disambiguation,M4_competing_framings_of_one_dispute,false,I got charged after defending myself outside my apartment when a drunk guy came at me.,"Because I had my pocketknife out, they filed Unlawful Use of a Weapon — a felony — on top of the assault count.",Criminal Law > Misdemeanor,Criminal Law > Lesser Felony,Criminal Law > Misdemeanor || Criminal Law > Lesser Felony || General Litigation > Crime Victims,True,True,True,3,"Do you know what the charge is? || Were you charged with a crime, or did you press charges against the other person? || What kind of crime were you charged with?",True,What kind of crime were you charged with?,,,,True,True,False,False,False,,42727
variability_b3_20260719T074220Z,v2_charge_severity_27,charge_severity,AtoB,routing_disambiguation,M4_competing_framings_of_one_dispute,false,I'm being prosecuted over money from my grandmother's accounts that I was helping her manage.,"The indictment charges first-degree Criminal Mistreatment and Aggravated Theft — they total it at $180,000 over four years.",Criminal Law > Misdemeanor,Criminal Law > Major Felony,Wills & Trusts > Litigation || Criminal Law > Lesser Felony || Criminal Law > Major Felony,True,False,True,2,Do your papers say the charge is a felony or a misdemeanor? || Did you have legal guardianship (legal right to make decisions for someone) over your grandmother?,True,Do your papers say the charge is a felony or a misdemeanor?,Criminal Law > Major Felony || Criminal Law > White Collar Crime || General Litigation > Crime Victims,True,True,True,True,False,False,False,,45270
variability_b3_20260719T074220Z,v2_charge_severity_43,charge_severity,AtoB,routing_disambiguation,M4_competing_framings_of_one_dispute,false,My college son and his roommates are all charged over things found in their shared apartment.,The indictment charges possession with intent to distribute — scales and baggies in the common area made everyone a 'dealer' in the state's eyes.,Criminal Law > Misdemeanor,Criminal Law > Major Felony,Criminal Law > Misdemeanor || Criminal Law > Lesser Felony || Criminal Law > Major Felony,True,True,True,3,What are they charged with (what was found in the apartment)? || Did the police say the charges are a misdemeanor (less serious crime) or a felony (more serious crime)? || How did the police get into the apartment or find the items?,True,What are they charged with (what was found in the apartment)?,Criminal Law > Major Felony || Criminal Law > Lesser Felony || Criminal Law > Drug Crimes,True,True,True,True,False,False,False,,42751
variability_b3_20260719T074220Z,v2_charge_severity_44,charge_severity,AtoB,routing_disambiguation,M4_competing_framings_of_one_dispute,false,The school called the police about my son's backpack and now we're in the system.,He's 17 and the DA filed a gun charge that automatically waives to adult court under our statute.,Criminal Law > Juvenile Offender,Criminal Law > Major Felony,Criminal Law > Juvenile Offender || Administrative Law > Schools — Special Needs Education || Administrative Law > Student Rights,True,True,True,3,"Right now, is this mainly a police/juvenile court (court for kids) problem, a school discipline problem (like suspension or expulsion), or both? || Does your son get special education services (an IEP or a 504 plan)? || What did the school or police say was in your son’s backpack (for example, a weapon, drugs, or something else)?",True,"Right now, is this mainly a police/juvenile court (court for kids) problem, a school discipline problem (like suspension or expulsion), or both?",Criminal Law > Major Felony || Criminal Law > Juvenile Offender || Criminal Law > Gun Rights,True,True,True,False,False,True,False,,42685
variability_b3_20260719T074220Z,v2_charge_severity_61,charge_severity,AtoB,routing_disambiguation,M4_competing_framings_of_one_dispute,false,Airport security found something in my carry-on that I completely forgot was in there.,"It was my pistol — I have a permit at home, but 'firearm at a security checkpoint' is charged as a felony here plus the federal civil penalty.",Criminal Law > Misdemeanor,Criminal Law > Lesser Felony,General Litigation > Aviation || Criminal Law > Misdemeanor || Administrative Law > Transportation,True,True,True,2,What happened after they found the item? || What type of item was it?,True,What type of item was it?,Criminal Law > Major Felony || Administrative Law > Transportation || Criminal Law > Gun Rights,True,False,True,False,False,False,False,,41042
variability_b3_20260719T074220Z,v2_consumer_service_route_04,consumer_service_route,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,false,We paid a company thousands to get us out of our timeshare and they did absolutely nothing.,"Beyond the exit-company scam, the timeshare itself keeps assessing us — we're deeded owners of a fractional real-estate interest and need the ownership itself unwound.",Consumer Law > General,Real Property > Other,"Consumer Law > General || Consumer Law > Other || Business and Corporate > General (contracts, entities)",True,True,True,2,"Did the company promise to do specific things to get you out of the timeshare, like cancel a contract or negotiate with the timeshare company? || Did you sign a contract with the company?",False,,,,,False,False,False,False,False,,9768
variability_b3_20260719T074220Z,v2_consumer_service_route_07,consumer_service_route,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,false,The moving and storage company is holding our household goods hostage for charges we never agreed to.,"It was an interstate move — the mover is a federally regulated carrier, and the weight-based charges violate the tariff rules their federal registration requires.",Consumer Law > Storage Units,Administrative Law > Transportation,Consumer Law > Storage Units || Consumer Law > General || Consumer Law > Other,True,True,True,3,"Who is keeping your stuff? || Was this move across state lines (from one state to another)? || Are you trying to get your belongings back from a storage unit, or from a moving company that was transporting them?",True,Was this move across state lines (from one state to another)?,Consumer Law > General || Consumer Law > Automobiles/RV's/Mobile Homes || Administrative Law > Transportation,True,True,False,False,True,True,False,,52324
variability_b3_20260719T074220Z,v2_consumer_service_route_08,consumer_service_route,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,false,An online seller took my money for equipment that never arrived and now the website is gone.,"It wasn't a store — it was an individual on a marketplace app selling his used camera gear; $2,300 by payment app, person to person.",Consumer Law > General,Consumer Law > Problems Between Consumers,Consumer Law > General || Consumer Law > Other || Consumer Law > Automobiles/RV's/Mobile Homes,True,True,True,3,How did you pay the seller? || About how much money did you pay? || Was the seller a business/company or a private person?,True,About how much money did you pay?,Consumer Law > Problems Between Consumers || Consumer Law > Small Claims Advice || Consumer Law > Other,True,True,True,False,False,True,False,,47184
variability_b3_20260719T074220Z,v2_consumer_service_route_22,consumer_service_route,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,true,The cremation company handled my mother's remains so carelessly that our family is traumatized.,It's beyond bad service — they gave us the wrong person's ashes and can't locate Mom's; the claim is the mishandling-of-remains tort with real emotional-distress damages.,Consumer Law > General,General Litigation > General Torts/Privacy,General Litigation > General Torts/Privacy || General Litigation > Wrongful Death || General Litigation > Personal Injury,False,False,True,3,"Which best describes what went wrong? || Did the cremation company lose or damage the remains, or was the handling otherwise disrespectful? || Did your mother die because of the cremation company's carelessness?",True,Which best describes what went wrong?,General Litigation > General Torts/Privacy || General Litigation > Wrongful Death || General Litigation > Personal Injury,True,True,True,True,False,False,False,,41706
variability_b3_20260719T074220Z,v2_consumer_service_route_24,consumer_service_route,AtoB,routing_disambiguation,M2_specific_vs_general_fallback,false,My storage facility 'lost' my unit's contents while I was deployed overseas.,"They auctioned it during my deployment despite my SCRA notice on file — servicemember protections prohibit exactly that, and JAG says it's an SCRA enforcement case.",Consumer Law > Storage Units,Administrative Law > Military/Veterans,Consumer Law > Storage Units || General Litigation > Property Damage || Military > Other,True,True,True,1,Do you know what the storage facility says happened to your things?,True,Do you know what the storage facility says happened to your things?,Consumer Law > Storage Units || General Litigation > Tort Claims Act || Administrative Law > Military/Veterans,True,True,False,False,True,True,False,,40588
variability_b3_20260719T074220Z,v2_creditor_judgment_bankruptcy_02,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I have a judgment from small claims court but still haven't seen a dime. What's next?,He just filed Chapter 7 bankruptcy and I got a notice saying all collection has to stop.,Debtor/Creditor > Judgment Collection,Bankruptcy > Creditors,Debtor/Creditor > Judgment Collection || Consumer Law > Problems Between Consumers || Consumer Law > Small Claims Advice,True,True,True,0,,False,,,,,False,False,False,False,False,,18282
variability_b3_20260719T074220Z,v2_creditor_judgment_bankruptcy_22,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,The company that owes my consulting invoice keeps promising 'next quarter' while I fall behind on my own bills.,"Their 'next quarter' became a Chapter 11 filing yesterday — I'm unsecured for $28,000 and there's a claims-bar date coming.",Debtor/Creditor > General (Creditor),Bankruptcy > Creditors,"Debtor/Creditor > General (Creditor) || Business and Corporate > General (contracts, entities) || Business and Corporate > Litigation",True,True,True,3,"How much money does the company owe you for your consulting work? || Do you have a written agreement, like a contract or emails, that shows the amount the company owes you? || Is the company that owes you money located in the same state as you?",True,How much money does the company owe you for your consulting work?,"Bankruptcy > Creditors || Business and Corporate > General (contracts, entities) || Debtor/Creditor > General (Creditor)",True,True,False,False,True,True,False,,36850
variability_b3_20260719T074220Z,v2_creditor_judgment_bankruptcy_24,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,Our HOA can't collect dues from one owner and it's forcing the rest of us to cover the gap.,"He filed Chapter 13 — the board got the notice, and our lien and the arrears are now tangled in his plan; the association needs bankruptcy counsel.",Real Property > Homeowners Assoc,Bankruptcy > Creditors,Real Property > Homeowners Assoc,True,True,True,2,Is the owner who isn't paying in bankruptcy? || Is the owner who isn't paying trying to sell their home?,True,Is the owner who isn't paying in bankruptcy?,"Real Property > Homeowners Assoc || Bankruptcy > Creditors || Business and Corporate > General (contracts, entities)",True,True,False,False,True,True,False,,17045
variability_b3_20260719T074220Z,v2_creditor_judgment_bankruptcy_26,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,We won at trial against our old contractor but he transferred everything to his wife's name.,"The transfers happened the week after the verdict — our lawyer says that's a fraudulent-conveyance lawsuit against both of them, a new case, not just collection paperwork.",Debtor/Creditor > Judgment Collection,General Litigation > General Litigation,Debtor/Creditor > Judgment Collection || General Litigation > General Litigation || Business and Corporate > Litigation,True,True,True,2,Did the court order the contractor to pay you money (a judgment)? || Do you think the contractor moved money or property into his wife’s name to avoid paying you?,True,Do you think the contractor moved money or property into his wife’s name to avoid paying you?,Debtor/Creditor > Judgment Collection || General Litigation > General Litigation || General Litigation > Tort Claims Act,True,True,True,True,False,False,False,,33557
