category,subcategory,stories_selected_by_any_rater,nominal_alpha_all_five,observed_nominal_disagreement,expected_nominal_disagreement,gpt52_selected,gpt52_prevalence,gemini31_pro_selected,gemini31_pro_prevalence,deepseek_v4_selected,deepseek_v4_prevalence,jackie_selected,jackie_prevalence,qs_selected,qs_prevalence
Criminal Law,Lessor Felony,3,0.4304937722419928,0.015789473684210527,0.027724848148490733,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,3,0.02631578947368421,2,0.017543859649122806
Criminal Law,Local Ordinances,1,0.49823633156966496,0.005263157894736842,0.010489316436962354,0,0.0,1,0.008771929824561403,0,0.0,1,0.008771929824561403,1,0.008771929824561403
Criminal Law,Major Felony,5,0.624084084084084,0.01929824561403509,0.05133660160947184,5,0.043859649122807015,4,0.03508771929824561,3,0.02631578947368421,1,0.008771929824561403,2,0.017543859649122806
Criminal Law,Mental Commitment,1,0.0,0.0035087719298245615,0.0035087719298245615,0,0.0,1,0.008771929824561403,0,0.0,0,0.0,0,0.0
Criminal Law,Misdemeanor,5,0.807423285198556,0.010526315789473684,0.05466037677673974,4,0.03508771929824561,3,0.02631578947368421,4,0.03508771929824561,2,0.017543859649122806,3,0.02631578947368421
Criminal Law,Non-Capital Murder,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Criminal Law,Parole/Probation,1,1.0,0.0,0.017420528474085036,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403
Criminal Law,Post Conviction/ Appeals,1,1.0,0.0,0.017420528474085036,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403
Criminal Law,Relief From Sex Offender Registration,1,0.7486749116607774,0.0035087719298245615,0.013961089014275584,1,0.008771929824561403,0,0.0,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403
Criminal Law,Traffic Offenses,1,0.24867957746478875,0.005263157894736842,0.007005210742145346,1,0.008771929824561403,0,0.0,1,0.008771929824561403,0,0.0,0,0.0
Criminal Law,Traffic Offenses - CDL drivers.,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Criminal Law,White Collar Crimes,1,0.0,0.0035087719298245615,0.0035087719298245615,1,0.008771929824561403,0,0.0,0,0.0,0,0.0,0,0.0
Criminal Law,Other,3,0.4946714031971581,0.012280701754385965,0.024302408041192613,2,0.017543859649122806,3,0.02631578947368421,0,0.0,1,0.008771929824561403,1,0.008771929824561403
Debtor/Creditor,Collection/Harassment,3,0.4946714031971581,0.012280701754385965,0.024302408041192613,2,0.017543859649122806,2,0.017543859649122806,0,0.0,1,0.008771929824561403,2,0.017543859649122806
Debtor/Creditor,Debt Counseling/Workouts,3,0.49286987522281633,0.015789473684210527,0.03113495513828508,3,0.02631578947368421,3,0.02631578947368421,0,0.0,0,0.0,3,0.02631578947368421
Debtor/Creditor,General (Creditor),3,0.5492176668647257,0.014035087719298246,0.03113495513828508,2,0.017543859649122806,3,0.02631578947368421,0,0.0,3,0.02631578947368421,1,0.008771929824561403
Debtor/Creditor,General (Debtor),9,0.7025441449814127,0.031578947368421054,0.10616347547251256,5,0.043859649122807015,7,0.06140350877192982,6,0.05263157894736842,7,0.06140350877192982,7,0.06140350877192982
Debtor/Creditor,Judgement Collection,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Debtor/Creditor,Student Loans,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Debtor/Creditor,Other,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Adoption/DHS,1,0.0,0.0035087719298245615,0.0035087719298245615,0,0.0,0,0.0,0,0.0,1,0.008771929824561403,0,0.0
Family Law,Birth Certificate/Name Changes,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Child Custody/Visitation,10,0.9545817369093231,0.007017543859649123,0.15450929608731848,10,0.08771929824561403,10,0.08771929824561403,8,0.07017543859649122,10,0.08771929824561403,10,0.08771929824561403
Family Law,Child Support/Modification,4,0.9092117859802149,0.005263157894736842,0.05797181882650387,4,0.03508771929824561,4,0.03508771929824561,3,0.02631578947368421,3,0.02631578947368421,3,0.02631578947368421
Family Law,Collaborative Family Law,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Document Review,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Emancipation,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,General (Divorce/Separation),4,0.8035492335312802,0.008771929824561403,0.04465205192242469,2,0.017543859649122806,2,0.017543859649122806,2,0.017543859649122806,4,0.03508771929824561,3,0.02631578947368421
Family Law,Grandparent Rights,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Guardianship(minor),0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Informal Living Arrangements,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Interstate/Independent Adoption,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Juvenile/DHS Issue - SCF (CSD) related,1,0.49823633156966496,0.005263157894736842,0.010489316436962354,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,0,0.0,0,0.0
Family Law,Military,1,0.7486749116607774,0.0035087719298245615,0.013961089014275584,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,0,0.0
Family Law,Parental Responsibility,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Paternity,4,1.0,0.0,0.0678321462707736,4,0.03508771929824561,4,0.03508771929824561,4,0.03508771929824561,4,0.03508771929824561,4,0.03508771929824561
Family Law,Prenuptial Agreements,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Pro Se Coaching,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,QDROs,1,0.0,0.0035087719298245615,0.0035087719298245615,0,0.0,0,0.0,1,0.008771929824561403,0,0.0,0,0.0
Family Law,Restraining Orders,6,0.8025847861913435,0.014035087719298246,0.07109425585052262,5,0.043859649122807015,5,0.043859649122807015,4,0.03508771929824561,3,0.02631578947368421,4,0.03508771929824561
Family Law,Same Sex Couples & Parents,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Spousal Support,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Terminate Parent Rights,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Family Law,Other,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
General Litigation,Actions Against Police,4,0.8854669887278583,0.007017543859649123,0.06127092775876422,4,0.03508771929824561,4,0.03508771929824561,4,0.03508771929824561,2,0.017543859649122806,4,0.03508771929824561
General Litigation,ADA,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
General Litigation,Animal Law,2,0.6390510022836844,0.008771929824561403,0.024302408041192613,2,0.017543859649122806,2,0.017543859649122806,1,0.008771929824561403,0,0.0,2,0.017543859649122806
General Litigation,Aviation,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
General Litigation,Child Abuse Victims,1,0.7486749116607774,0.0035087719298245615,0.013961089014275584,1,0.008771929824561403,1,0.008771929824561403,0,0.0,1,0.008771929824561403,1,0.008771929824561403
General Litigation,Civil Matter for Inmates,1,0.0,0.0035087719298245615,0.0035087719298245615,0,0.0,0,0.0,0,0.0,0,0.0,1,0.008771929824561403
General Litigation,Civil Rights,6,0.5248586844809866,0.02280701754385965,0.048000493324700154,3,0.02631578947368421,3,0.02631578947368421,2,0.017543859649122806,2,0.017543859649122806,4,0.03508771929824561
General Litigation,Crime Victim,2,0.1637272192827749,0.008771929824561403,0.010489316436962354,1,0.008771929824561403,2,0.017543859649122806,0,0.0,0,0.0,0,0.0
General Litigation,General Litigation,7,0.3848648648648648,0.031578947368421054,0.05133660160947184,3,0.02631578947368421,2,0.017543859649122806,0,0.0,7,0.06140350877192982,3,0.02631578947368421
General Litigation,General Torts/Privacy,1,0.0,0.0035087719298245615,0.0035087719298245615,1,0.008771929824561403,0,0.0,0,0.0,0,0.0,0,0.0
General Litigation,Health Law/HIPAA,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
General Litigation,Insurance (Health/Disability),3,0.6619132501485443,0.010526315789473684,0.03113495513828508,1,0.008771929824561403,2,0.017543859649122806,2,0.017543859649122806,2,0.017543859649122806,2,0.017543859649122806
General Litigation,Insurance (Liability),1,0.24867957746478875,0.005263157894736842,0.007005210742145346,1,0.008771929824561403,0,0.0,0,0.0,1,0.008771929824561403,0,0.0
General Litigation,Libel/Slander/Defamation,5,0.6345066803699897,0.017543859649122806,0.048000493324700154,4,0.03508771929824561,3,0.02631578947368421,0,0.0,3,0.02631578947368421,4,0.03508771929824561
General Litigation,Malpractice-Dental,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
General Litigation,Malpractice-Legal,1,0.7486749116607774,0.0035087719298245615,0.013961089014275584,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,0,0.0,1,0.008771929824561403
General Litigation,Malpractice-Medical,2,0.8873044167161814,0.0035087719298245615,0.03113495513828508,2,0.017543859649122806,2,0.017543859649122806,2,0.017543859649122806,1,0.008771929824561403,2,0.017543859649122806
General Litigation,Maritime,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
General Litigation,Mold Claims,1,0.49823633156966496,0.005263157894736842,0.010489316436962354,1,0.008771929824561403,0,0.0,0,0.0,1,0.008771929824561403,1,0.008771929824561403
General Litigation,Neighbor Disputes/Nuisance,3,0.6836076512455516,0.008771929824561403,0.027724848148490733,1,0.008771929824561403,2,0.017543859649122806,1,0.008771929824561403,2,0.017543859649122806,2,0.017543859649122806
General Litigation,Online Harassment/Doxing/Bullying,4,0.5835908277768743,0.015789473684210527,0.03791816976536244,4,0.03508771929824561,3,0.02631578947368421,2,0.017543859649122806,1,0.008771929824561403,1,0.008771929824561403
General Litigation,Personal Injury,9,0.6781674208144797,0.028070175438596492,0.08721980698671107,7,0.06140350877192982,5,0.043859649122807015,4,0.03508771929824561,5,0.043859649122807015,5,0.043859649122807015
General Litigation,Premises Liability,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
General Litigation,Products Liability,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
General Litigation,Property Damage,6,0.624084084084084,0.01929824561403509,0.05133660160947184,4,0.03508771929824561,3,0.02631578947368421,1,0.008771929824561403,5,0.043859649122807015,2,0.017543859649122806
General Litigation,Services for Plaintiffs and Defendants,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
General Litigation,Stalking Orders,5,0.8766154913695897,0.008771929824561403,0.07109425585052262,5,0.043859649122807015,5,0.043859649122807015,3,0.02631578947368421,4,0.03508771929824561,4,0.03508771929824561
General Litigation,Tort Claims Act,4,0.6710560123329907,0.015789473684210527,0.048000493324700154,4,0.03508771929824561,4,0.03508771929824561,0,0.0,3,0.02631578947368421,3,0.02631578947368421
General Litigation,Wrongful Death,1,1.0,0.0,0.017420528474085036,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403
General Litigation,Other,1,0.0,0.0035087719298245615,0.0035087719298245615,0,0.0,1,0.008771929824561403,0,0.0,0,0.0,0,0.0
Intellectual Property,Computer Law & Internet Law,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Intellectual Property,Entertainment,2,0.1637272192827749,0.008771929824561403,0.010489316436962354,0,0.0,2,0.017543859649122806,0,0.0,0,0.0,1,0.008771929824561403
Intellectual Property,Patent (Reg Patent Attys Only),3,0.9269013360739979,0.0035087719298245615,0.048000493324700154,3,0.02631578947368421,3,0.02631578947368421,2,0.017543859649122806,3,0.02631578947368421,3,0.02631578947368421
Intellectual Property,Trademark/Copyright,7,0.9687774363476734,0.0035087719298245615,0.11237936669441619,7,0.06140350877192982,6,0.05263157894736842,7,0.06140350877192982,7,0.06140350877192982,7,0.06140350877192982
Intellectual Property,Other,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
International Law,Business and Corporate,2,0.37168727915194355,0.008771929824561403,0.013961089014275584,1,0.008771929824561403,1,0.008771929824561403,0,0.0,1,0.008771929824561403,1,0.008771929824561403
International Law,"Customs, Quotas & Duties",0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
International Law,Deportation,1,1.0,0.0,0.017420528474085036,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403
International Law,Family Law,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
International Law,Gen. Immigration/Visas,3,0.7182610417904536,0.008771929824561403,0.03113495513828508,3,0.02631578947368421,2,0.017543859649122806,2,0.017543859649122806,1,0.008771929824561403,1,0.008771929824561403
International Law,Import/Export Regulation,1,0.0,0.0035087719298245615,0.0035087719298245615,0,0.0,1,0.008771929824561403,0,0.0,0,0.0,0,0.0
International Law,Litigation,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
International Law,Taxation,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
International Law,Other,1,0.7486749116607774,0.0035087719298245615,0.013961089014275584,1,0.008771929824561403,1,0.008771929824561403,0,0.0,1,0.008771929824561403,1,0.008771929824561403
Labor & Employment,ADA (Disability) Act Issues,4,0.7249689269437922,0.012280701754385965,0.04465205192242469,4,0.03508771929824561,2,0.017543859649122806,2,0.017543859649122806,2,0.017543859649122806,3,0.02631578947368421
Labor & Employment,Discrimination,6,0.8112143331121433,0.014035087719298246,0.07434403231276786,5,0.043859649122807015,5,0.043859649122807015,5,0.043859649122807015,3,0.02631578947368421,4,0.03508771929824561
Labor & Employment,Document Review/Severance Packages.,1,1.0,0.0,0.017420528474085036,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403
Labor & Employment,FLSA,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Labor & Employment,FMLA,4,0.8854669887278583,0.007017543859649123,0.06127092775876422,4,0.03508771929824561,4,0.03508771929824561,4,0.03508771929824561,2,0.017543859649122806,4,0.03508771929824561
Labor & Employment,General,4,0.6176075268817205,0.015789473684210527,0.04129127740264545,3,0.02631578947368421,3,0.02631578947368421,0,0.0,3,0.02631578947368421,3,0.02631578947368421
Labor & Employment,Pensions/Benefits/Erisa,2,0.1637272192827749,0.008771929824561403,0.010489316436962354,2,0.017543859649122806,0,0.0,0,0.0,0,0.0,1,0.008771929824561403
Labor & Employment,Public Employees? - Civil Service/Public Employees,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Labor & Employment,Sexual Harrasment,1,1.0,0.0,0.017420528474085036,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403
Labor & Employment,Union Issues,1,1.0,0.0,0.017420528474085036,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403
Labor & Employment,Wage and Hour Claims,3,1.0,0.0,0.05133660160947184,3,0.02631578947368421,3,0.02631578947368421,3,0.02631578947368421,3,0.02631578947368421,3,0.02631578947368421
Labor & Employment,Whistleblowers,3,0.7450716845878136,0.010526315789473684,0.04129127740264545,3,0.02631578947368421,2,0.017543859649122806,3,0.02631578947368421,1,0.008771929824561403,3,0.02631578947368421
Labor & Employment,Wrongful Discharge,7,0.9062664733790196,0.008771929824561403,0.09358369561866,6,0.05263157894736842,5,0.043859649122807015,6,0.05263157894736842,6,0.05263157894736842,5,0.043859649122807015
Labor & Employment,Other,3,0.2950442477876106,0.012280701754385965,0.017420528474085036,0,0.0,2,0.017543859649122806,0,0.0,2,0.017543859649122806,1,0.008771929824561403
Real Property,Agriculture/Farm,1,0.7486749116607774,0.0035087719298245615,0.013961089014275584,1,0.008771929824561403,1,0.008771929824561403,0,0.0,1,0.008771929824561403,1,0.008771929824561403
Real Property,Condemnation,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Real Property,Construction/Contractors,6,0.9597709276018099,0.0035087719298245615,0.08721980698671107,6,0.05263157894736842,5,0.043859649122807015,5,0.043859649122807015,5,0.043859649122807015,5,0.043859649122807015
Real Property,Eminent Domain,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Real Property,Environmental,1,0.0,0.0035087719298245615,0.0035087719298245615,0,0.0,0,0.0,0,0.0,0,0.0,1,0.008771929824561403
Real Property,Foreclosure,2,0.3957522123893805,0.010526315789473684,0.017420528474085036,2,0.017543859649122806,0,0.0,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403
Real Property,General (Commercial),1,0.49823633156966496,0.005263157894736842,0.010489316436962354,1,0.008771929824561403,1,0.008771929824561403,0,0.0,0,0.0,1,0.008771929824561403
Real Property,General (residential),6,0.6924324324324325,0.015789473684210527,0.05133660160947184,2,0.017543859649122806,3,0.02631578947368421,4,0.03508771929824561,3,0.02631578947368421,3,0.02631578947368421
Real Property,"Government Loans (VA,FHA,Etc.)",1,0.7486749116607774,0.0035087719298245615,0.013961089014275584,1,0.008771929824561403,1,0.008771929824561403,0,0.0,1,0.008771929824561403,1,0.008771929824561403
Real Property,Homeowners Association,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Real Property,Land Use/Zoning,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Real Property,Landlord Commercial,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Real Property,Landlord Residential,1,0.0,0.0035087719298245615,0.0035087719298245615,0,0.0,0,0.0,1,0.008771929824561403,0,0.0,0,0.0
Real Property,Litigation,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
