run,scenario_id,condition,swap_pair,direction,source_stratum,paper_failure_mode,multi_label_grounded,domestic_violence_hidden_fact,domestic_violence_explicit_probe,opening_query,hidden_fact,expected_initial_label,expected_initial_label_canonical,expected_final_label,expected_final_label_canonical,initial_top_label,initial_labels,initial_top_category_is_expected,initial_top_is_expected,initial_category_correct,initial_subcategory_correct,initial_exact_scorable,provider_initial_category_flag,provider_initial_exact_flag,follow_up_question_count,follow_up_questions,question_matched,matched_question,final_top_label,final_labels,final_top_category_is_expected,final_top_is_expected,final_category_correct,final_subcategory_correct,final_exact_scorable,provider_final_category_flag,provider_final_exact_flag,expected_final_category_present_initially,expected_final_exact_present_initially,expected_final_category_added,expected_final_exact_added,classification_changed,top_category_changed,provider_error,latency_ms,promptfoo_success
final_run_3_20260714T193500Z,x0495,intended,paternity_vs_custody,AtoB,expanded_workbook_grounded,,True,False,False,There is a dispute about my role as a parent and what I can do. Can a lawyer help me?,Legal parentage is settled and I need to modify custody.,Family Law > Paternity,Family Law > Paternity,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Parental Responsibility,Family Law > Parental Responsibility || Family Law > Child Custody/Visitation,True,False,True,False,True,True,False,1,What is the main issue?,True,What is the main issue?,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Parental Responsibility,True,True,True,True,True,True,True,True,True,False,False,True,False,,15336,False
final_run_3_20260714T193500Z,x0772,intended,medicaid_vs_guardianship,BtoA,expanded_workbook_grounded,,True,False,False,Our family cannot act for an incapacitated parent and care decisions are overdue. Can a lawyer help me?,A government health program denied continued coverage for the care facility.,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship,Administrative Law > Medicare/Medicaid,Administrative Law > Medicare/Medicaid,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Power of Attorney,True,True,True,True,True,True,True,2,"Did your parent already sign any papers giving someone authority, like a power of attorney (lets someone handle money) or a health care directive/health care power of attorney (lets someone make medical choices)? || Do you need legal authority for medical decisions, money decisions, or both?",False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,8736,False
final_run_3_20260714T193500Z,x0041,intended,custody_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,False,The other parent has been causing problems and I need advice about my child. I do not know what to do next.,The other parent hit me while I was holding our child and threatened to come back.,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,True,True,True,True,True,True,True,1,Which of these fits your situation best right now?,True,Which of these fits your situation best right now?,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Restraining Orders,True,False,True,True,True,True,True,True,False,False,True,False,False,,15576,False
final_run_3_20260714T193500Z,x0629,intended,contractor_vs_small_claims,BtoA,expanded_workbook_grounded,,True,False,False,I want to recover money for bad contractor work but do not know which court to use. Can a lawyer help me?,The dispute involves a construction lien and contractor licensing issues beyond small claims.,Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > Small Claims Advice,False,False,True,True,True,True,True,2,About how much money are you trying to recover? || Was the work done on your home or on a business/commercial property?,True,About how much money are you trying to recover?,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > Small Claims Advice,True,True,True,True,True,True,True,True,True,False,False,False,False,,16491,False
final_run_3_20260714T193500Z,x0377,intended,dui_vs_dmv,BtoA,expanded_workbook_grounded,,False,False,False,A state office refused to renew my driving privileges.,I was arrested for driving under the influence and face a criminal charge.,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),Criminal Law > DUII/DWS,Criminal Law > DUII/DWS,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),True,True,True,True,True,True,True,1,Do you know why the state refused to renew your license?,True,Do you know why the state refused to renew your license?,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),False,False,True,False,True,True,False,True,False,False,False,False,False,,13531,False
final_run_3_20260714T193500Z,x0614,intended,contractor_vs_small_claims,AtoB,expanded_workbook_grounded,,True,False,False,My renovation is unfinished and I need to know how to recover the cost. Can a lawyer help me?,"The only claim is for a small amount within the small-claims limit, and I want filing guidance.",Real Property > Construction/Contractors,Real Property > Construction/Contractors,Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > General,True,True,True,True,True,True,True,3,Which describes you? || Did you sign a written contract for the renovation? || About how much money is at stake (including what you already paid and what it will cost to finish or fix)?,True,About how much money is at stake (including what you already paid and what it will cost to finish or fix)?,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Business and Corporate > Construction,False,False,False,False,True,False,False,True,False,False,False,False,False,,25310,False
final_run_3_20260714T193500Z,x0749,intended,medicaid_vs_guardianship,AtoB,expanded_workbook_grounded,,True,False,False,My elderly parent may lose care and our family does not know what to do. What are my options?,The court must appoint someone to make care and financial decisions.,Administrative Law > Medicare/Medicaid,Administrative Law > Medicare/Medicaid,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Long-term Care Issues,Wills & Trusts > Long-term Care Issues || Administrative Law > Medicare/Medicaid || Wills & Trusts > Conservatorship/Guardianship,False,False,True,True,True,True,True,2,What’s the main problem right now? || Does someone already have a power of attorney (legal paper that lets a person make decisions for your parent)?,True,Does someone already have a power of attorney (legal paper that lets a person make decisions for your parent)?,Wills & Trusts > Long-term Care Issues,Wills & Trusts > Long-term Care Issues || Administrative Law > Medicare/Medicaid || Wills & Trusts > Conservatorship/Guardianship,True,False,True,True,True,True,True,True,True,False,False,False,False,,19761,False
final_run_3_20260714T193500Z,legacy_132,intended,employee_vs_employer,BtoA,legacy_200_snapshot,,False,False,False,I hired someone for a job in my business and we have a disagreement about how things ended. Now he's demanding something from me.,"The dispute is about terminating the worker from an employee position, not a contractor.","Business & Corporate > General (Contracts, Business, Organization)","Business and Corporate > General (contracts, entities)",Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,Labor & Employment > General - Employer,Labor & Employment > General - Employer,False,False,False,False,True,False,False,3,Was this person an employee on payroll or an independent contractor? || What is he asking you for? || How did the working relationship end?,True,Was this person an employee on payroll or an independent contractor?,Labor & Employment > General - Employer,"Labor & Employment > General - Employer || Business and Corporate > General (contracts, entities)",True,False,True,,False,True,False,True,,False,,False,False,,15819,False
final_run_3_20260714T193500Z,x0310,intended,judgment_vs_bankruptcy,AtoB,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,There is already a decision about a debt and I need to know the next step. I do not know what to do next.,Several creditors have judgments against me and I cannot meet basic expenses.,Debtor/Creditor > Judgement Collection,Debtor/Creditor > Judgment Collection,Bankruptcy > Personal,Bankruptcy > Personal,Debtor/Creditor > General (Debtor),Debtor/Creditor > General (Debtor) || Debtor/Creditor > Judgment Collection,True,False,True,True,True,True,False,1,Which one fits you best?,True,Which one fits you best?,Debtor/Creditor > Judgment Collection,Debtor/Creditor > Judgment Collection || Debtor/Creditor > General (Debtor) || Debtor/Creditor > General (Creditor),False,False,False,False,True,False,False,False,False,False,False,True,False,,18036,False
final_run_3_20260714T193500Z,x0592,intended,copyright_vs_patent,BtoA,expanded_workbook_grounded,,True,False,False,I want to stop competitors from copying a new creation. What are my options?,The creation is software code and written content that I want to register.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Other,True,False,True,True,True,True,True,1,What kind of creation is it?,True,What kind of creation is it?,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Trademark/Copyright || Intellectual Property > Other,True,False,True,True,True,True,True,True,True,False,False,True,False,,18818,False
final_run_3_20260714T193500Z,legacy_127,intended,employee_vs_employer,AtoB,legacy_200_snapshot,,False,False,False,Someone is upset I stopped their work and says I broke employment laws. How can I protect myself?,I'm the owner of a web design firm and I hired them as a freelance contractor.,Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,"Business & Corporate > General (Contracts, Business, Organization)","Business and Corporate > General (contracts, entities)",Labor & Employment > General - Employer,Labor & Employment > General - Employer || Labor & Employment > Wrongful Discharge - Employer,True,False,True,,False,True,False,3,Are you the employer or manager who ended or paused someone’s work? || What is the main thing they’re saying you did wrong? || Was the person an employee or an independent contractor?,True,Was the person an employee or an independent contractor?,Labor & Employment > General - Employer,Labor & Employment > General - Employer || Labor & Employment > Wrongful Discharge - Employer,False,False,False,False,True,False,False,False,False,False,False,False,False,,16311,False
final_run_3_20260714T193500Z,x0623,intended,contractor_vs_small_claims,BtoA,expanded_workbook_grounded,,True,False,False,A contractor owes me money for repairs and I may need to file a claim myself. What are my options?,"The contractor's bond, licensing, and multiple subcontractors are involved.",Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > General,False,False,True,False,True,True,False,3,Which best describes you in this dispute? || Was the work for a home or property repair/remodel? || About how much are you owed? (This helps see if small claims court is an option.),False,,,,False,False,False,False,True,,,True,True,False,False,False,False,,10180,False
final_run_3_20260714T193500Z,x0189,intended,wrongful_discharge_vs_unemployment,AtoB,expanded_workbook_grounded,employment_admin_ignores_hearing_signals,True,False,False,I was fired and need help because I have no income now. I do not know what to do next.,I need representation at a state unemployment-benefits hearing.,Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,Administrative Law > Unemployment,Administrative Law > Unemployment,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Wrongful Discharge - Employee || Administrative Law > Unemployment,True,False,True,,False,True,False,2,"What do you want help with first? || Was your employer a government agency (city, county, state, or federal)?",True,What do you want help with first?,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Wrongful Discharge - Employee || Administrative Law > Unemployment || Labor & Employment > General - Employee,False,False,True,True,True,True,True,True,True,False,False,False,False,,30857,False
final_run_3_20260714T193500Z,x0536,intended,guardianship_vs_elder_abuse,BtoA,expanded_workbook_grounded,,True,False,False,I think an older relative is being taken advantage of and need legal help. I do not know what to do next.,No money is missing; we need a court-appointed guardian because there is no valid power of attorney.,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Conservatorship/Guardianship,True,True,True,True,True,True,True,2,What kind of problem do you think is happening? || Does anyone already have legal authority over your relative (like a signed power of attorney or a court‑appointed guardian/conservator)?,True,Does anyone already have legal authority over your relative (like a signed power of attorney or a court‑appointed guardian/conservator)?,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Conservatorship/Guardianship,True,False,True,True,True,True,True,True,True,False,False,False,False,,18637,False
final_run_3_20260714T193500Z,legacy_115,intended,dui_vs_dmv,BtoA,legacy_200_snapshot,,False,False,False,I’m having trouble with the DMV after they suspended my license and now I can’t drive to work.,It’s because I got a DUI last month.,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),Criminal Law > DUII/DWS,Criminal Law > DUII/DWS,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),True,True,True,True,True,True,True,1,Do you know why the DMV suspended your license?,True,Do you know why the DMV suspended your license?,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),False,False,True,False,True,True,False,True,False,False,False,False,False,,23280,False
final_run_3_20260714T193500Z,x0341,intended,tenant_vs_landlord,AtoB,expanded_workbook_grounded,,True,False,False,The other person is not following the rental agreement and I need advice. I do not know what to do next.,The lease lists me as the property owner renting the home out.,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential,Real Property > Tenant (Residential),Real Property > Tenant (Residential) || Real Property > Landlord Residential,True,True,True,True,True,True,True,2,Which one are you in this situation? || Is this for a place to live or a business space?,True,Which one are you in this situation?,Real Property > Landlord Residential,Real Property > Landlord Residential || Real Property > Tenant (Residential),True,True,True,True,True,True,True,True,True,False,False,True,False,,20359,False
final_run_3_20260714T193500Z,x0593,intended,copyright_vs_patent,BtoA,expanded_workbook_grounded,,True,False,False,I need help filing the right kind of protection for my work. What are my options?,I need copyright protection for original artwork and a trademark for the brand.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Other,True,False,True,True,True,True,True,1,What kind of work are you trying to protect?,True,What kind of work are you trying to protect?,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Other,True,True,True,True,True,True,True,True,True,False,False,False,False,,14525,False
final_run_3_20260714T193500Z,x0226,intended,work_injury_vs_personal_injury,BtoA,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,False,I was injured at a store and the business says it is not responsible.,"I was an employee, on the clock, and performing my assigned duties when it happened.",General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State,General Litigation > Premises Liability,General Litigation > Premises Liability || General Litigation > Personal Injury,True,False,True,True,True,True,True,0,,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,6072,False
final_run_3_20260714T193500Z,x0014,intended,divorce_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,False,My spouse and I cannot keep living together and I need legal help. Can a lawyer help me?,My partner threatened to hurt me if I leave and has blocked the door before.,Family Law > General (Divorce/Separation),Family Law > General (Divorce/Separation etc.),Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.),True,True,True,True,True,True,False,2,Which fits best for what you need right now? || Do you and your spouse have any minor children?,True,Which fits best for what you need right now?,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.),True,False,True,False,True,True,False,True,False,False,False,False,False,,14849,False
final_run_3_20260714T193500Z,x0003,intended,divorce_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,True,Things at home have become unbearable and I want to leave the relationship.,My partner controls my money and has threatened violence when I ask to leave.,Family Law > General (Divorce/Separation),Family Law > General (Divorce/Separation etc.),Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.) || Family Law > Domestic Violence,True,True,True,True,True,True,False,3,Are you legally married to your partner? || Do you feel unsafe or has your partner hurt or threatened you? (This helps us know if a court order to stay away might help.) || Do you have children together and need help with custody/visitation or child support?,True,Do you feel unsafe or has your partner hurt or threatened you? (This helps us know if a court order to stay away might help.),Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.) || Family Law > Domestic Violence || Family Law > Restraining Orders,True,False,True,True,True,True,True,True,False,False,True,False,False,,20349,False
final_run_3_20260714T193500Z,legacy_183,intended,tenant_vs_landlord,AtoB,legacy_200_snapshot,,False,False,False,The people living in the basement aren’t following the rules and keep making loud noise.,I am the landlord and I live upstairs.,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential,General Litigation > Neighbor Disputes/Nuisance,General Litigation > Neighbor Disputes/Nuisance || Real Property > Tenant (Residential),False,False,True,True,True,True,True,2,"Are you the landlord, or another tenant in the building? || Is there a written lease or house rules that cover noise or quiet hours?",True,"Are you the landlord, or another tenant in the building?",General Litigation > Neighbor Disputes/Nuisance,General Litigation > Neighbor Disputes/Nuisance || Real Property > Tenant (Residential),False,False,True,False,True,True,False,True,False,False,False,False,False,,20300,False
final_run_3_20260714T193500Z,x0292,intended,bankruptcy_vs_creditor,BtoA,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,I am having trouble getting payment and the situation is hurting me financially. What are my options?,I am the person who owes several creditors and want to file bankruptcy.,Debtor/Creditor > General (Creditor),Debtor/Creditor > General (Creditor),Bankruptcy > Personal,Bankruptcy > Personal,Labor & Employment > Wage and Hour Claims - Employee,"Labor & Employment > Wage and Hour Claims - Employee || Business and Corporate > General (contracts, entities) || Debtor/Creditor > Judgment Collection",False,False,True,False,True,True,False,3,"Who owes you the money? || About how much is owed? || Do you have anything in writing (like a contract, invoice, pay stubs, messages) showing what was promised and what’s unpaid?",False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,8964,False
final_run_3_20260714T193500Z,x0600,intended,copyright_vs_patent,BtoA,expanded_workbook_grounded,,True,False,False,I want to stop competitors from copying a new creation. Can a lawyer help me?,The creation is software code and written content that I want to register.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Other,True,False,True,True,True,True,True,1,What best describes your new creation?,True,What best describes your new creation?,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Other,True,True,True,True,True,True,True,True,True,False,False,False,False,,19551,False
final_run_3_20260714T193500Z,legacy_111,intended,dui_vs_dmv,BtoA,legacy_200_snapshot,,False,False,False,I got a letter from the DMV saying my license is suspended and I’m not sure what I need to do to get it back.,The suspension is because I was arrested for driving under the influence.,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),Criminal Law > DUII/DWS,Criminal Law > DUII/DWS,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),True,True,True,True,True,True,True,1,Do you know why the DMV says your license is suspended?,True,Do you know why the DMV says your license is suspended?,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),False,False,True,False,True,True,False,True,False,False,False,False,False,,13004,False
final_run_3_20260714T193500Z,x0216,intended,work_injury_vs_personal_injury,AtoB,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,False,I injured myself at a work site and have not been able to return. What are my options?,"A separate company's careless driver injured me, and my employer did not cause it.",Workers' Comp > State,Workers' Comp > State,General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation,True,True,True,True,True,True,True,2,"Were you working as an employee for the company, or as an independent contractor? || Is your main need help getting workers' compensation (work injury benefits) from your employer, or suing a different company/person who caused the injury?",True,"Is your main need help getting workers' compensation (work injury benefits) from your employer, or suing a different company/person who caused the injury?",Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation,False,False,False,False,True,False,False,False,False,False,False,False,False,,24925,False
