run,scenario_id,source_row,problem_description,gold_labels,predicted_labels,gold_label_count,predicted_label_count,exact_hits,exact_recall,compatible_predicted_hits,exact_precision,any_exact_sublabel,all_exact_sublabels,strict_exact_set,gold_category_count,predicted_category_count,category_hits,category_recall,any_correct_top_level,all_correct_top_levels,category_supported_gold_labels,category_only_gold_labels,graded_retrieval_score,outcome_tier,provider_error,promptfoo_success,latency_ms
run1,gold-0011,12,Hours was deleted from my pay and when I said something about it to the manager I was terminated,Labor & Employment > Wage and Hour Claims || Labor & Employment > Wrongful Discharge,Labor & Employment > Wage and Hour Claims - Employee || Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > General,2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,13687
run1,gold-0012,13,"I am seeking a consultation for a lawyer in regards to injuries I got on the job that I feel were preventable if my supervisor had listened to me. It wasn't a sudden onset injury but developed over time, I went to my lead when it became obvious something was wrong. He blew it off saying I was just tired. After a couple months I went back to him again complaining of pain, he blew it off. Over 18 months I went to him 5 times before he told me I needed a doctor's note, I went to the doctor the next day and was immediately put on light duty. My supervisor tried saying that I didn't come to him ""officially"" but there's no ""official"" procedure. There's a giant sign in the breakroom saying ""if you are injured, no matter small, tell your supervisor."" Eventually I was moved to another department and after 30 days was laid off with 43 other people. I have had 2 surgeries, with another on the way. Am in constant pain, have limitations on my primary arm and more. Thank you",Workers' Comp > State,Workers' Comp > State || Labor & Employment > Wrongful Discharge - Employee,1,2,1,1.0,1,0.5,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,54591
run1,gold-0013,14,"My landlord is refusing to fix a sewer leak issue, along with standing water under my home that is causing mold, and rodents that were living in my vents. Now she's trying to say it's my fault and I need to pay for everything, even though they are admitting the issues and know what's going on, as they are trying to get the builders the fix the issues. They keep lying to me and now for over 2 weeks I've had terrible sewer leaks they won't fix or even entertain. They said those leaks have fixed themselves all on their own, and they can't be leaking anymore.",Real Property > Tenant (Residential) || General Litigation > Mold Claims,Real Property > Tenant (Residential) || General Litigation > Mold Claims,2,2,2,1.0,2,1.0,True,True,True,2,2,2,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,57436
run1,gold-0014,15,"I owed IRS $273,393.00 because I withdrew all of my IRA accounts due to a scam on the internet. The scammers posed as Apple tech support and Fedelity Senior Fraud analyst instructed me to close all of my accounts and deposit them to secure separate accounts where the hackers cannot reach. After they can revalidate my identity then I can move the money back . I did not receive a penny from the scammers. I heard from a representative from IRS today informing me the balance due on my Federal tax return is now $279,498.57. I desperately need a tax attorney that can help me reduce taxes owed because I do not have any income besides our social security payments.",Taxation > Personal Income || Taxation > Other,Taxation > Personal Income || Consumer Law > Identity Theft || General Litigation > Crime Victims,2,3,1,0.5,1,0.333333,True,False,False,1,3,1,1.0,True,True,2,1,0.75,some_exact_sublabels,,False,23205
run1,gold-0015,16,Need to get an Estate Will created for my 80 Mother. She currently doesn't have one.,"Wills & Trusts > General (Wills, Trusts, Estates)",Wills & Trusts > General (Wills/Trusts/Estates) || Wills & Trusts > Document Review || Wills & Trusts > Probate,1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,True,17834
run1,gold-0016,17,administrative law dmv licensure,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Administrative Law > Professional Licensing || Administrative Law > General (State),1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,7718
run1,gold-0017,18,"Need an attorney to discuss filing Bankruptcy. I am currently low-income and own my home (making mortgage payments), but do not own any other secured property.",Bankruptcy > Personal,Bankruptcy > Personal || Bankruptcy > Document Review || Consumer Law > General,1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,True,16350
run1,gold-0018,19,"Looking for low cost help in forming a 501 non-profit to register in Oregon for a small religious organization. We have bylaws, three members for a board, and the state forms filled out, but would like someone to look over everything to make sure it's in order, and, if necessary, make edits to our documents.",Business & Corporate > Non-Profit,"Business and Corporate > Non-Profit || Business and Corporate > General (contracts, entities) || Administrative Law > General (State)",1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,11658
run1,gold-0019,20,"My vehicle (1998 Dodge Dakota, dark green with a white canopy and no license plate) got into a really bad accident and was towed by a guy named Sam. Had to go to the hospital due to the injuries from the accident, and I wasn't able to grab my valuables or personal property from the vehicle before it was towed. I tried to call the company later that day and spoke with Sam again- he said that the only way I was able to retrieve my property was by paying him the Tow Fee which was a total of $440.00 and by providing him with the title to the vehicle. The vehicle was totaled and I am only requesting to retrieve my property (my cell phone, tools, and other personal property). I refused to pay him $440.00 for personal property and would like assistance with this matter.",Consumer Law > Vehicle Towing,Consumer Law > Vehicle Towing || General Litigation > General Torts/Privacy || Debtor/Creditor > Collection/Harassment,1,3,1,1.0,1,0.333333,True,True,False,1,3,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,10088
run1,gold-0020,21,I need help filing all documents for relief of sex offender registration through the Oregon Psychiatric Security Review Board. I'm wondering how much that would cost me.,Criminal Law > Relief From Sex Offender Registration,Criminal Law > Relief From Sex Offender Registration || Administrative Law > Professional Licensing || General Litigation > Health Law/HIPAA,1,3,1,1.0,1,0.333333,True,True,False,1,3,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,72578
run1,gold-0021,22,"Being sued by Midland Credit for roughly $2,500. Attempted to settle but Vernon, Pike, & Tolland, PC are saying they can’t offer any settlements lower than 90% of the amount owed. What steps can I take to reach fair settlement? My summons was received today and says Subject to mandatory arbitration. How might I go about that process? Thank you for your help.",Debtor/Creditor > General (Debtor) || Debtor/Creditor > Debt Counseling/Workouts,Debtor/Creditor > Collection/Harassment || Debtor/Creditor > Judgment Collection || Debtor/Creditor > General (Creditor),2,3,0,0,0,0,False,False,False,1,1,1,1.0,True,True,2,2,0.5,top_level_only,,False,15017
run1,gold-0022,23,"I am looking for a lawyer to help me get on my sons birth certificate ,also full custody and establishing paternity with my son.",Family Law > Paternity || Family Law > Child Custody/Visitation,Family Law > Paternity || Family Law > Child Custody/Visitation || Family Law > Birth Certificate/Name Change,2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,True,13706
run1,gold-0023,24,"My mother was transported to St. Elora hospital in Redmond. She was stabilized for the reason admitted. She then fell out of the bed in the ER at 1222 am, hitting her head. She broke two vertebrae, cracked her skull and split her head open. The wound was substantial and required a blood transfusion later. She was found 10 minutes later without a pulse. They performed CPR and life flighted her to Alderstone University Hospital. She had a DNR order in place. The doctors at Alderstone University Hospital said she was likely paralyzed from the neck down and was without oxygen to the brain for the time on the floor in the ER. How can an 85 year old woman, who is confined to a wheel chair ""fall"" out of an ER bed and die? I need help in making the hospital pay for their incompetence and wrongful death, as well as doing CPR against her wishes (which also caused several broken ribs).",General Litigation > Wrongful Death || General Litigation > Malpractice-Medical,General Litigation > Wrongful Death || General Litigation > Malpractice (Medical) || General Litigation > Personal Injury,2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,17019
run1,gold-0024,25,"I have an idea for an improvement on an existing product and would like assistance in assessing patentability. To the best of my ability, I have conducted a patent search and did not see anything comparable. I would like to talk with an IP attorney about my idea and get guidance on the likelihood of a provisional patent being awarded.",Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Trademark/Copyright || Administrative Law > Schools — Special Needs Education,1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,17899
run1,gold-0025,26,"Immigration issue about my legal status and working visa, mainly about H1B and E2.",International Law > Gen. Immigration/Visas,International Law > General Immigration/Visas || International Law > Gen. Immigration/Visas,1,2,1,1.0,2,1.0,True,True,True,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,True,6533
run1,gold-0026,27,Possible wrongful termination and/or discrimination,Labor & Employment > Wrongful Discharge || Labor & Employment > Discrimination,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > Wrongful Discharge - Employer,2,3,2,1.0,3,1.0,True,True,True,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,16613
run1,gold-0027,28,I was injured at work on 6/25/23. Was on worker’s compensation for about 6 months. Broke my hip and l4 & l5 on a slip and fall at Hawthorn Market’s distribution center while working in the freezer. Wondering what my options are for my personal injury.,Workers' Comp > State || Workers' Comp > Third Party litigation,General Litigation > Personal Injury || Workers' Comp > State,2,2,1,0.5,1,0.5,True,False,False,1,2,1,1.0,True,True,2,1,0.75,some_exact_sublabels,,False,26570
run1,gold-0028,29,"I have a signed contract with a roofing company to replace my roof, they did not do the roof, but they took $13,000 from me, and have now closed their business. I would like to file something to get my money back, I thought this was a small claims issue, but then I saw the maximum for small claims is $10,000. So, I need an attorney to help me get my money back, I'm not sure what type, maybe a breach of contract lawyer, but again, I do not know. I look forward to speaking with someone. Thank you!",Real Property > Construction/Contractors,"Business and Corporate > General (contracts, entities) || Consumer Law > General || General Litigation > General Litigation",1,3,0,0,0,0,False,False,False,1,3,0,0,False,False,0,0,0,no_correct_category,,False,36072
run1,gold-0029,30,I owe taxes to Canada from my time working there over 10 years ago and need assistance in seeing if I can dispute them or remove the interest requirements. Also curious about their statute of limitations.,International Law > Taxation,Taxation > Personal Income || Taxation > Litigation || Taxation > International,1,3,0,0,0,0,False,False,False,1,1,0,0,False,False,0,0,0,no_correct_category,,True,53013
run1,gold-0030,31,Need legal advise regarding a trustee who has breached their fiduciary duty. Possible elder financial abuse. Also is there a statue of limitation on when I need to file a complaint?,Wills & Trusts > Litigation || Wills & Trusts > Elder Abuse,Wills & Trusts > Litigation || Wills & Trusts > Elder Abuse || Wills & Trusts > Power of Attorney,2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,32927
run1,gold-0031,32,"I was approved for unemployment benefits, per letter dated 6/21/24, which became final effective 7/11/24. Conditional approval, provided I did not request a hearing - which I did NOT. However, I have not received ANY money. At $812 per week, that is~$6K in unpaid benefits. I need help.",Administrative Law > Unemployment,Administrative Law > Unemployment || Administrative Law > General (State),1,2,1,1.0,1,0.5,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,22604
run1,gold-0032,33,"I am curious if a lawyer can offer some guidance on dissolving an LLC partnership business and filing bankruptcy. Essentially, my former business partner and I signed an agreement over the summer that I was to leave the partnership, transfer full ownership and responsibilities to her, and be paid out over 5 years for the $10,000 loan that I provided. She was planning to remain operating but then decided to close the business about 3 months later after realizing it was too much for her to take on. My name was never officially removed from the business in that time, so now we want to go about doing so, and dissolving the business properly, along with likely filing bankruptcy. The business has about $10k in debt from other loans (SBA and Shopify), not including the $10k from myself. All assets have been sold. At this point I understand that I will very likely not be receiving my portion of the money loaned, but I do need to ensure the dissolution goes smoothly from here on out.","Bankruptcy > Business || Business & Corporate > Sale of Business || Business & Corporate > General (Contracts, Business, Organization)","Bankruptcy > Business || Business and Corporate > General (contracts, entities)",3,2,2,0.666667,2,1.0,True,False,False,2,2,2,1.0,True,True,3,1,0.833333,some_exact_sublabels,,False,25119
run1,gold-0033,34,Looking for an attorney that specializes in business contract law and if possible has experience in farm contracts. The issue at hand stems from a verbal extension of a written lease that the other party has decided they no longer want to honor the lease extension.,Business & Corporate > Agriculture/Farm || Real Property > Agriculture/Farm,"Business and Corporate > General (contracts, entities) || Real Property > Agriculture/Farm",2,2,1,0.5,1,0.5,True,False,False,2,2,2,1.0,True,True,2,1,0.75,some_exact_sublabels,,False,20461
run1,gold-0034,35,"We bought our Hyundai Ioniq 5 2023 from Marrowick Hillstone late last August and this year the twelve volt battery has completely died, and the car has lost all electrical power and function.We've had to had it towed to the dealership. It is currently at the dealership for the third time, where it has been for more than a week. The car has spent, in total, almost 30 days in the service department while we have had a loaner. The dealership has replaced the battery at least once. As far as we know the service department cannot diagnose the Question and has only been able to repeat it once. We have never been given a reason for the repeated loss of power, even when the battery is fully charged. The dealership has not contacted us in almost a week and we have not been given an update on the status of the car. We are fed up, the car is unfixable and we would like to explore legal options under Oregon's Lemon Law, as it applies, even though we live in Fairhaven.",Consumer Law > Automobiles/RVs/Mobile Homes,Consumer Law > Automobiles/RV's/Mobile Homes || Consumer Law > General || Real Property > General (Residential),1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,True,18458
run1,gold-0035,36,My 12-year-old daughter is being accused of distributing chocolate mushrooms at school,Criminal Law > Juvenile Offender,Criminal Law > Juvenile Offender || Administrative Law > Student Rights || Criminal Law > Misdemeanor,1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,26596
run1,gold-0036,37,I have a judgement from a previous renter and have been garnishing her wages. It has been 90 days and I’m told I need to renew the garnishment. I need to know how to do this.,Debtor/Creditor > Judgement Collection,Debtor/Creditor > Judgment Collection || Administrative Law > Unemployment || Labor & Employment > General,1,3,1,1.0,1,0.333333,True,True,False,1,3,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,4264
run1,gold-0037,38,I am looking for help with my 8 month old son. I have a DV case with my wife we are still married but we separated. she cant have custody of him due to her untreated mental condition. I am not on the birth certificate.,Family Law > Paternity || Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Domestic Violence || Family Law > Paternity,2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,18130
run1,gold-0038,39,"Radiologist diagnostic report of my routine CTA Chest findings failed to document and report the visual endobronchial lesion/mass in my right middle lobe bronchus with post-obstructive opacities. This mass was a peanut lodged into the open of the right middle lobe bronchus requiring surgical removal. Due to this radiologists negligence that necessary procedure was inappropriately delayed. It was not until a year later, when a Brochoscopist located the obstruction. He then appropriately cleared the pneumonia and infection.He then immediately scheduled a Bronschoscopy to remove this obstruction. The resultant status of this surgical delay was a completely non-functioning and destroyed right middle lung with severe and continued persistent right middle lobe actelectasis/consolidation. This Radiologist's negligence and over site of a routine Chest CTA Scan resulted in my permanent physical debilitation,significant life altering limitations, emotional stress and mental exhaustion.",General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical) || General Litigation > Personal Injury || General Litigation > Health Law/HIPAA,1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,True,15995
run1,gold-0039,40,"We are looking for attorney services to facilitate copyright, trademark, patent filings.",Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Other,2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,5532
run1,gold-0040,41,Need advising on Oregon whistleblower protections. I have observed what I think are violations of the ADA in my role at Ashford Memorial Hospital,Labor & Employment > ADA (Disability) Act Issues || Labor & Employment > Whistleblowers,Labor & Employment > Whistleblowers - Employee || Labor & Employment > ADA (Disability) Act Issues - Employee || General Litigation > Health Law/HIPAA,2,3,2,1.0,2,0.666667,True,True,False,1,2,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,5791
run1,gold-0041,42,"I need to speak to someone about a potential Workman's Comp claim. I have tendonitis in my right hand due to small-scale manufacturing. This occurred under the employment of Company C. C has since sold all equipment and turned over all leases to Company H and is also franchising the brand to Company H, but Company C is no longer my employer. I am now in the employ of Company H. Technically, I'm guessing C is the party the claim would attach to, but I am unsure of how to proceed and I do not want to fill out surgical paperwork until I have a better understanding of how to proceed. I am in significant pain and this is starting to limit my ability to participate in certain aspects of my job",Workers' Comp > State,Workers' Comp > State || Workers' Comp > Employers || Labor & Employment > General,1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,True,18758
run1,gold-0042,43,1) Real Estate we recently purchased a home and we're lied to about what was included. 2) We need help figuring out our water rights on the property we purchase we were told 2 people have a easement to a water pipe going through the property however we were never shown an easement and we have k lines attached to this pipe.,Real Property > General (residential) || Real Property > Water Law,Real Property > Water Law || Real Property > Litigation || Real Property > General (Residential),2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,30997
run1,gold-0043,44,"I need information on setting up a special needs trust that will meet SSI rules. I currently have POA for a 24 yr old female with developmental disabilities whose mother recently passed. She does have one IRA that has approximately $170K that she is receiving a monthly distribution of approx $1200 gross. When the estate finishes through probate, there will be more funds. I am trying to protect her future from her older siblings who have abused her financially in the past.",Wills & Trusts > Special Needs/Inc. Cap Trusts,Wills & Trusts > Special Needs/Inc. Cap Trusts || Wills & Trusts > Power of Attorney || Wills & Trusts > Probate,1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,31097
run1,gold-0044,45,Unemployment benefits- denied though eligible since Dec 2023. 3 appeals filed with one unsuccessful hearing with admin law Judge and no word of resolution.,Administrative Law > Unemployment,Administrative Law > Unemployment || General Litigation > General Litigation,1,2,1,1.0,1,0.5,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,True,19839
run1,gold-0045,46,"My ex-husband has filed for Chapter 7 bankruptcy. My divorce lawyer had said even with the division of debts in the decree, including those not in my name, I could still be liable for his debts and pursued by his creditors in the future. I am seeking clarity, and any relevant assistance to protect my assets.",Bankruptcy > Personal || Bankruptcy > Other,Bankruptcy > Personal || Family Law > General (Divorce/Separation etc.),2,2,1,0.5,1,0.5,True,False,False,1,2,1,1.0,True,True,2,1,0.75,some_exact_sublabels,,True,11303
run1,gold-0046,47,"I'm looking for an attorney who specializes in Oregon cannabis regulatory compliance, particularly someone with experience in OLCC enforcement matters. I'm a partial owner of a licensed cannabis business and need legal advice regarding potential regulatory violations and whistleblower considerations. I'm also concerned about protecting myself from liability and ensuring my personal safety during this process. Please use email to contact me if possible.",Business & Corporate > Marijuana Business || Labor & Employment > Whistleblowers,Labor & Employment > Whistleblowers - Employee || Business and Corporate > Restaurants/OLCC,2,2,1,0.5,1,0.5,True,False,False,2,2,2,1.0,True,True,2,1,0.75,some_exact_sublabels,,False,27955
run1,gold-0047,48,"We are looking for someone to help with a banking issue we are having with Wells Fargo. I don't think it should be a contentious issue, but my mother needs someone that can legally represent her in the U.S. to chase down some missing funds. Wells Fargo summarily closed her two (Portland) accounts last year and was supposed to send her cashier checks for the balance. She did receive one of the checks, but we don't know what - if anything - is going on with the larger balance of $30'000+. For practical reasons I don't want to engage directly with Wells Fargo on her behalf and it is too difficult for her to do from Switzerland.",Consumer Law > Banking,Consumer Law > Banking || Consumer Law > General || General Litigation > General Litigation,1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,23036
run1,gold-0048,49,Major car accident - DUII,Criminal Law > DUII/DWS || General Litigation > Personal Injury,General Litigation > Personal Injury || Criminal Law > DUII/DWS || Criminal Law > DMV (DUII Related),2,3,2,1.0,2,0.666667,True,True,False,2,2,2,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,7020
run1,gold-0049,50,"I am being garnished from Oregon Department of Unemployment for an overpayment of over $20,000 with a 1% interest added on each month. I had requested their hardship application and submitted the documents via email within the timeframe I was given. I was later called and told that I would be garnished under the pretense that when I submitted the documents, I did not follow the instructions for I needed to submit the documents And Call. She said that there was a note on her end that said I was to call by the women I spoke to who sent me the hardship application. I don’t remember the conversation that well but I don’t remember her saying I need to call. On the email she sent me, nothing says to call, I have read it over numerous times. If this was such an important step that determines garnishment or not, why wasn’t it stressed to the fullest? And only apparently verbally said. I felt like there was nothing I could do over the phone discussing this with the person I talked to. I don’t know how to navigate any of this. She even told me the amount that I would be paying each month and what they considered in their final decision and what was not considered in their final decision. Even telling me about the waiver for forgiveness of the overpayment that I submitted and how it was unlikely that it was going to get granted due to the category that it was put into. But all of that didn’t matter because I didn’t call. I’m 25 years old with other bills and living expenses, I’m not the best with finances and already have a lot of debt that I struggle to pay and I’m being asked to pay back money that I don’t have anymore that was given to me over the course of about 11 months during this pandemic with interest. I would like to request a lawyer who can help me with getting out of the garnishment.",Administrative Law > Unemployment || Debtor/Creditor > General (Debtor),Administrative Law > Unemployment || Debtor/Creditor > Collection/Harassment,2,2,1,0.5,1,0.5,True,False,False,2,2,2,1.0,True,True,2,1,0.75,some_exact_sublabels,,True,31378
run1,gold-0050,51,I need legal advice and I need to establish paternity with my 8 month old baby boy he was born into the marrige my wife and i got married 3 months before he was born but she never put me on the birth certificate she left home but came back after 3 months noah was brought back home thankfully. I have custody of him now due to her untreated mental condition she was diagnosed with diffrent physiciatric disorders. Also I need help filling out full custody forms and getting on the birth certificate. I did file for a restraining order on her again due to her being violent with me ad my son Noah .,Family Law > Paternity || Family Law > Child Custody/Visitation,Family Law > Paternity || Family Law > Child Custody/Visitation || Family Law > Restraining Orders,2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,True,37068
run1,gold-0051,52,Health care provider emailed sensitive health information to me using their personal Gmail account instead of a secure HIPPA compliant email system.,General Litigation > Health Law/HIPAA,General Litigation > Health Law/HIPAA || General Litigation > General Torts/Privacy || Administrative Law > General (State),1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,34935
run1,gold-0052,53,"I am developing an AI-powered college admissions and financial aid planning app that analyzes uploaded financial aid documents, provides personalized insights, and gamifies the planning process. I need a patent attorney to: 1. Conduct a patent search to determine if a similar solution exists. 2. Assess the novelty of my approach, particularly AI-driven document processing, gamification, and degree tracking. 3. Advise on filing a utility patent if my method is unique. I need guidance on intellectual property protection, patent categories (software patents), and the best strategies for ensuring the app's marketability. I would love to discuss the next steps. Thank you",Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),1,1,1,1.0,1,1.0,True,True,True,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,30122
