iteration,group,mean_jaccard_distance,alpha_jaccard
32,humans,0.2894736842105263,0.7034970017217835
32,llms,0.35185185185185186,0.6403247861250059
32,human_llm,0.3658869395711501,0.62564147199261
32,all_five,0.35403508771929826,0.637821050652731
33,humans,0.23391812865497078,0.759626521030694
33,llms,0.352046783625731,0.6385338294562359
33,human_llm,0.3528021442495127,0.6374441155061157
33,all_five,0.340687134502924,0.6500059126833921
34,humans,0.24415204678362573,0.7482782067320589
34,llms,0.3429824561403509,0.6474350894605045
34,human_llm,0.3530458089668616,0.636300501616972
34,all_five,0.3391374269005848,0.6508571780761332
35,humans,0.24488304093567254,0.7477871468787892
35,llms,0.33971734892787525,0.6498794887566044
35,human_llm,0.34315302144249515,0.6463308518264124
35,all_five,0.3322953216374269,0.6575618590538617
36,humans,0.3055555555555556,0.6864383927414813
36,llms,0.3571150097465887,0.6338774371561257
36,human_llm,0.36932261208577,0.6209780002908638
36,all_five,0.35928362573099415,0.6314185172302504
37,humans,0.23611111111111113,0.7567277205844294
37,llms,0.35497076023391816,0.6344885535050246
37,human_llm,0.36673976608187137,0.622072395519002
37,all_five,0.35014619883040937,0.6392842769867311
38,humans,0.26535087719298245,0.7272723662078675
38,llms,0.3689083820662768,0.6214920080423985
38,human_llm,0.3699074074074074,0.6199919898186379
38,all_five,0.3591520467836257,0.6311787090302028
39,humans,0.23830409356725146,0.7556601125914186
39,llms,0.3689083820662768,0.621749246171218
39,human_llm,0.3534356725146199,0.6375742546805956
39,all_five,0.34656432748538013,0.6446403017616357
40,humans,0.26900584795321636,0.723116595569786
40,llms,0.38445419103313844,0.6049380594809908
40,human_llm,0.3595760233918129,0.6302185829945186
40,all_five,0.3579824561403509,0.6319076492428874
41,humans,0.25292397660818716,0.740519661065329
41,llms,0.33367446393762185,0.6571731590302876
41,human_llm,0.3714424951267057,0.6186614961813836
41,all_five,0.34826023391812866,0.6424029319576823
42,humans,0.20248538011695907,0.7924899163940193
42,llms,0.3452729044834308,0.6460832629450685
42,human_llm,0.3594785575048733,0.6315357071498428
42,all_five,0.33951754385964916,0.6520008463293807
43,humans,0.25584795321637427,0.7374962995073058
43,llms,0.4039961013645224,0.5865755098686087
43,human_llm,0.3976364522417154,0.5927359258837643
43,all_five,0.3853654970760234,0.6053145989486685
44,humans,0.1739766081871345,0.8212370136595224
44,llms,0.3618908382066277,0.628806786082948
44,human_llm,0.3494395711500975,0.6411176129562355
44,all_five,0.3356286549707602,0.6554347607033761
45,humans,0.29678362573099415,0.6952429703377585
45,llms,0.3943957115009747,0.5950042690402275
45,human_llm,0.39108187134502925,0.5983141356015256
45,all_five,0.38264619883040935,0.6070264469879139
46,humans,0.30043859649122806,0.6918047148457784
46,llms,0.37456140350877193,0.6165855636658557
46,human_llm,0.377266081871345,0.6133634424646963
46,all_five,0.3687719298245614,0.6221705150943243
47,humans,0.2565789473684211,0.7357606155735981
47,llms,0.3679337231968811,0.6224954610891216
47,human_llm,0.3585526315789474,0.6311885748507944
47,all_five,0.35116959064327485,0.6390420796514026
48,humans,0.23611111111111113,0.7582673292135157
48,llms,0.3253898635477583,0.6665317771091396
48,human_llm,0.3419346978557505,0.6494529776387847
48,all_five,0.3263888888888889,0.6655044789959903
49,humans,0.2814327485380117,0.7109804606322284
49,llms,0.3423976608187135,0.6484398867549215
49,human_llm,0.37692495126705655,0.6129178827923042
49,all_five,0.3570175438596491,0.6333852654384207
50,humans,0.2777777777777778,0.7143207251603758
50,llms,0.3550682261208577,0.6348494454972389
50,human_llm,0.38026315789473686,0.6088616895585732
50,all_five,0.3624561403508772,0.6272133882013938
51,humans,0.27923976608187134,0.7121746721412141
51,llms,0.3477582846003899,0.6420388833103506
51,human_llm,0.370687134502924,0.6180314462735379
51,all_five,0.3546637426900585,0.6346645605193398
52,humans,0.2675438596491228,0.7257263060039008
52,llms,0.3733918128654971,0.6171498069441492
52,human_llm,0.39783138401559454,0.5922383058224756
52,all_five,0.3774707602339181,0.6130453327944612
53,humans,0.23099415204678364,0.763597618970721
53,llms,0.3561890838206628,0.6351481003282009
53,human_llm,0.36167153996101364,0.6295991133680172
53,all_five,0.3469590643274854,0.6446837233113651
54,humans,0.2324561403508772,0.761734696572011
54,llms,0.3618421052631579,0.629264680645696
54,human_llm,0.37543859649122807,0.6153055020683348
54,all_five,0.35706140350877197,0.6341263275955579
55,humans,0.2609649122807018,0.7324543129728904
55,llms,0.3308479532163743,0.6610285362540975
55,human_llm,0.35833333333333334,0.6325912328615817
55,all_five,0.34035087719298246,0.6511297528933198
56,humans,0.26900584795321636,0.7249702371545667
56,llms,0.3395224171539961,0.6531267037074133
56,human_llm,0.375462962962963,0.616194239634055
56,all_five,0.35403508771929826,0.6381609720368094
57,humans,0.21856725146198833,0.7749637610523816
57,llms,0.3493664717348928,0.641758746443055
57,human_llm,0.37183235867446396,0.6182165090130523
57,all_five,0.34976608187134506,0.6408868031066262
58,humans,0.23391812865497078,0.760142118436433
58,llms,0.35360623781676415,0.6376634932089802
58,human_llm,0.35826023391812867,0.6326325303951101
58,all_five,0.34442982456140353,0.6469067084261916
59,humans,0.2726608187134503,0.7209206510346282
59,llms,0.36335282651072126,0.6284605103681966
59,human_llm,0.37789961013645224,0.6133062680863601
59,all_five,0.3630116959064328,0.6286217102842062
60,humans,0.24269005847953218,0.7516337715323342
60,llms,0.364766081871345,0.6264798430515389
60,human_llm,0.38165204678362574,0.6093266330075062
60,all_five,0.3626900584795322,0.6287041072212796
61,humans,0.23976608187134504,0.7541508668909342
61,llms,0.3799707602339181,0.6115090348163272
61,human_llm,0.37872807017543864,0.61224201288163
61,all_five,0.3652046783625731,0.6261855526295055
62,humans,0.31140350877192985,0.6804885285528973
62,llms,0.3666179337231969,0.6235845222216843
62,human_llm,0.3869152046783626,0.6029842536470849
62,all_five,0.3732748538011696,0.6169017445033472
63,humans,0.22222222222222224,0.7719482613896985
63,llms,0.3296783625730994,0.6618263617892735
63,human_llm,0.35433723196881095,0.6367394135330339
63,all_five,0.3337280701754386,0.6577415155037849
64,humans,0.2733918128654971,0.7202768171562322
64,llms,0.3515107212475634,0.6408352148490947
64,human_llm,0.367958089668616,0.6236369384168787
64,all_five,0.3535672514619883,0.6384744604057604
65,humans,0.22076023391812866,0.7708033550692465
65,llms,0.3362573099415205,0.6520845501526724
65,human_llm,0.339327485380117,0.6480101457678114
65,all_five,0.3265497076023392,0.6615291788570148
66,humans,0.260233918128655,0.7325698143952706
66,llms,0.3473196881091618,0.643541912709015
66,human_llm,0.34919590643274856,0.6412274391063396
66,all_five,0.33973684210526317,0.6510697003369701
67,humans,0.2733918128654971,0.7194725033621137
67,llms,0.36632553606237817,0.6250404464705225
67,human_llm,0.39627192982456144,0.5940478161136993
67,all_five,0.375,0.6158554091746515
68,humans,0.27046783625730997,0.7221648843406716
68,llms,0.3888888888888889,0.6016301486739157
68,human_llm,0.3789230019493178,0.6113265153772337
68,all_five,0.3710672514619883,0.6194759842678608
69,humans,0.22002923976608188,0.7731701600593309
69,llms,0.3474171539961014,0.6430608572979921
69,human_llm,0.34814814814814815,0.6415086449565914
69,all_five,0.3351169590643275,0.6551407557670361
70,humans,0.24415204678362573,0.7488032887692031
70,llms,0.3676900584795322,0.6217054188339415
70,human_llm,0.3724415204678363,0.6169924868551286
70,all_five,0.358187134502924,0.6315629006345453
71,humans,0.24342105263157895,0.7503090128698657
71,llms,0.3538011695906433,0.6373675242920958
71,human_llm,0.36903021442495126,0.6216380279498681
71,all_five,0.35190058479532166,0.6392156868943366
72,humans,0.24049707602339182,0.752004011343335
72,llms,0.3658382066276803,0.6233966064770993
72,human_llm,0.3761695906432749,0.612361989479186
72,all_five,0.3595029239766082,0.6296343256685037
73,humans,0.2894736842105263,0.7036772345845705
73,llms,0.3774366471734893,0.6136166996669348
73,human_llm,0.37967836257309945,0.6111037891124262
73,all_five,0.3699853801169591,0.6211449997353219
74,humans,0.2865497076023392,0.7062642974328165
74,llms,0.3456627680311891,0.6457381297206344
74,human_llm,0.3482212475633528,0.6428565008629499
74,all_five,0.34128654970760236,0.6500900411059514
75,humans,0.24342105263157895,0.7502278285935954
75,llms,0.3546783625730994,0.635550118874372
75,human_llm,0.370224171539961,0.6197937233728009
75,all_five,0.35288011695906435,0.6375799430026934
76,humans,0.2156432748538012,0.7770052874039373
76,llms,0.3412280701754386,0.6485361967611565
76,human_llm,0.35762670565302146,0.6309888732816509
76,all_five,0.3385087719298246,0.6508176214913529
77,humans,0.26242690058479534,0.7317256558801241
77,llms,0.37056530214424954,0.6210570681656628
77,human_llm,0.40962475633528267,0.5816412847555505
77,all_five,0.383187134502924,0.6084068477421993
78,humans,0.2887426900584795,0.7040608664598795
78,llms,0.34751461988304094,0.644031345875314
78,human_llm,0.3685185185185185,0.6221702808210443
78,all_five,0.35423976608187135,0.6369489350577232
79,humans,0.2909356725146199,0.7022693778983473
79,llms,0.3666666666666667,0.6255763711050623
79,human_llm,0.3904727095516569,0.6007936707380896
79,all_five,0.37337719298245614,0.6183755151331034
80,humans,0.23538011695906433,0.7579186314622981
80,llms,0.3357699805068226,0.6545219221808605
80,human_llm,0.34517543859649125,0.6447335596292736
80,all_five,0.331374269005848,0.6590169542969515
81,humans,0.2463450292397661,0.746659504598604
81,llms,0.3504385964912281,0.6398716825024584
81,human_llm,0.36637426900584796,0.6236196197778744
81,all_five,0.34959064327485384,0.6407584720299181
82,humans,0.27558479532163743,0.71733212311225
82,llms,0.35682261208577,0.6342129035074688
82,human_llm,0.3685672514619883,0.621883251056212
82,all_five,0.35574561403508775,0.6351495679761057
83,humans,0.22149122807017546,0.7720830668597427
83,llms,0.37597465886939574,0.6140229413549436
83,human_llm,0.35328947368421054,0.6370213671469164
83,all_five,0.34691520467836257,0.6435853874507262
84,humans,0.2609649122807018,0.7324534296829811
84,llms,0.3889376218323587,0.6016203526148668
84,human_llm,0.38372319688109163,0.6067558527548986
84,all_five,0.37301169590643274,0.6177806916702087
85,humans,0.2748538011695907,0.7170024648557458
85,llms,0.3738791423001949,0.6154754496221266
85,human_llm,0.3705896686159844,0.6186150377100881
85,all_five,0.3620029239766082,0.6275086768293888
86,humans,0.29385964912280704,0.6980054340092199
86,llms,0.3577972709551657,0.632053615413285
86,human_llm,0.39076510721247565,0.5983014660467887
86,all_five,0.3711842105263158,0.6183962932008203
87,humans,0.2785087719298246,0.7151603575357173
87,llms,0.385916179337232,0.6050402948618566
87,human_llm,0.4154970760233918,0.5752107035134042
87,all_five,0.3929239766081872,0.598114546538046
88,humans,0.23538011695906433,0.7581064167622518
88,llms,0.33377192982456144,0.656642771663545
88,human_llm,0.36596003898635476,0.6238289185119306
88,all_five,0.34324561403508774,0.6470890606918871
89,humans,0.20979532163742692,0.7845418028389988
89,llms,0.3827972709551657,0.6077905818959206
89,human_llm,0.3621832358674464,0.6283324314880929
89,all_five,0.35312865497076024,0.6377819995525917
90,humans,0.27558479532163743,0.7163265617303552
90,llms,0.4017056530214425,0.5873055095270857
90,human_llm,0.43884015594541914,0.5499724478295158
90,all_five,0.41137426900584795,0.5776105874931221
91,humans,0.2412280701754386,0.7530464527171813
91,llms,0.34717348927875247,0.6450538654360578
91,human_llm,0.3727582846003899,0.6188267631621625
91,all_five,0.35192982456140354,0.6400839520529846
92,humans,0.22880116959064328,0.7662742234196183
92,llms,0.3950292397660819,0.5965981182383768
92,human_llm,0.3638157894736842,0.628155866012954
92,all_five,0.35967836257309943,0.6325286339967304
93,humans,0.19809941520467836,0.7969920891694354
93,llms,0.3521929824561404,0.6395958231608602
93,human_llm,0.3571637426900585,0.6343105698586535
93,all_five,0.33976608187134505,0.652142336812131
94,humans,0.2507309941520468,0.7419163443148408
94,llms,0.3746101364522417,0.6141067665617603
94,human_llm,0.40289961013645226,0.5854372230964375
94,all_five,0.37919590643274853,0.6096446708294967
95,humans,0.26169590643274854,0.7310830602778184
95,llms,0.3632553606237817,0.6266975708893266
95,human_llm,0.37534113060428853,0.6143204657524859
95,all_five,0.3603508771929825,0.6297059596359853
96,humans,0.24269005847953218,0.7504622296155414
96,llms,0.34883040935672516,0.6416109723913599
96,human_llm,0.35080409356725145,0.6393283464013221
96,all_five,0.33940058479532165,0.6511365860837004
97,humans,0.2785087719298246,0.7144269420731164
97,llms,0.36500974658869395,0.6254218988181993
97,human_llm,0.37344054580896685,0.6167615862255942
97,all_five,0.36141812865497075,0.6291527252072975
98,humans,0.2682748538011696,0.724854664316019
98,llms,0.34385964912280703,0.6468205133022698
98,human_llm,0.36717836257309944,0.6230830699316625
98,all_five,0.3502923976608187,0.6403948417812637
99,humans,0.2989766081871345,0.6937673577898132
99,llms,0.3515107212475634,0.6404357574795405
99,human_llm,0.3747319688109162,0.6161930429425799
99,all_five,0.36019005847953217,0.631253416937742
100,humans,0.2368421052631579,0.7576744017475594
100,llms,0.29546783625730993,0.6975716596496864
100,human_llm,0.31708089668615985,0.6752725412513947
100,all_five,0.3025730994152047,0.6902374382014953
101,humans,0.24122807017543862,0.7525408253131807
101,llms,0.3543859649122807,0.636599710305832
101,human_llm,0.3562378167641326,0.6346893046432298
101,all_five,0.3441812865497076,0.6470369905837168
102,humans,0.22295321637426901,0.7712948342725765
102,llms,0.38060428849902533,0.6101690002962658
102,human_llm,0.37224658869395716,0.6183754456469577
102,all_five,0.35982456140350877,0.6311987310324835
103,humans,0.2785087719298246,0.7149141746200536
103,llms,0.3473196881091618,0.644691855173057
103,human_llm,0.3392543859649123,0.6524384155335452
103,all_five,0.3355994152046784,0.6564090648232658
104,humans,0.24780701754385964,0.7464355734220802
104,llms,0.3756335282651072,0.615478873214711
104,human_llm,0.39914717348927875,0.5917638088176013
104,all_five,0.3769590643274854,0.6143088863218964
105,humans,0.20614035087719298,0.7874650390049165
105,llms,0.39707602339181286,0.591707023748715
105,human_llm,0.37936159844054584,0.6096045842700781
105,all_five,0.36735380116959065,0.6219589501033069
106,humans,0.26169590643274854,0.7314653389181952
106,llms,0.36076998050682263,0.6301725416015476
106,human_llm,0.3351851851851852,0.6558306270851023
106,all_five,0.33551169590643276,0.6557363093423356
107,humans,0.2631578947368421,0.7307821549287423
107,llms,0.35540935672514623,0.6361949665293511
107,human_llm,0.38477095516569204,0.6062310106854198
107,all_five,0.3638011695906433,0.6276809399093328
108,humans,0.26169590643274854,0.7320435266878265
108,llms,0.32290448343079925,0.669885411476969
108,human_llm,0.34342105263157896,0.6483769190316422
108,all_five,0.329093567251462,0.6632286240905756
109,humans,0.25584795321637427,0.738148112260469
109,llms,0.3793859649122807,0.6119735917793538
109,human_llm,0.38701267056530214,0.6041330885831747
109,all_five,0.37160818713450294,0.6198689767643129
110,humans,0.23099415204678364,0.762945122317964
110,llms,0.38328460038986356,0.6071629972594794
110,human_llm,0.36023391812865496,0.6302433399413963
110,all_five,0.35422514619883044,0.6366149159546027
111,humans,0.23464912280701755,0.758567127860983
111,llms,0.3179337231968811,0.6728775338314732
111,human_llm,0.3268031189083821,0.6635068513771749
111,all_five,0.31492690058479533,0.6758573595924711
112,humans,0.2573099415204678,0.7348465239754438
112,llms,0.3285575048732944,0.6611105444172365
112,human_llm,0.33503898635477586,0.6544285504848473
112,all_five,0.3253216374269006,0.6644997741848742
113,humans,0.19883040935672516,0.7948103065416511
113,llms,0.35423976608187135,0.6362366941849915
113,human_llm,0.3420321637426901,0.6479452594256965
113,all_five,0.331374269005848,0.6590628898902177
114,humans,0.26242690058479534,0.7303556302609984
114,llms,0.3454191033138402,0.6453164611944915
114,human_llm,0.3764863547758285,0.6135696651746195
114,all_five,0.35576023391812867,0.6347291491079938
115,humans,0.25146198830409355,0.7411776404103346
115,llms,0.3508771929824562,0.6390933941390602
115,human_llm,0.3452485380116959,0.6445066058062429
115,all_five,0.3375584795321638,0.6525789826595734
116,humans,0.24780701754385967,0.7464033186750609
116,llms,0.33864522417153997,0.6534873117409097
116,human_llm,0.3726120857699805,0.6186803093713245
116,all_five,0.3499415204678363,0.6418982015378549
117,humans,0.2580409356725146,0.7353060871242701
117,llms,0.37285575048732944,0.6181641785540124
117,human_llm,0.36654483430799223,0.6239555123816708
117,all_five,0.3575877192982456,0.633388264269522
118,humans,0.2010233918128655,0.7927006727224304
118,llms,0.32344054580896686,0.6666930282342698
118,human_llm,0.3307992202729045,0.6589987899320229
118,all_five,0.3156140350877193,0.6746713096392709
119,humans,0.17836257309941522,0.8166087788597481
119,llms,0.31193957115009746,0.679520124648135
119,human_llm,0.3332846003898636,0.6576167650733493
119,all_five,0.3113888888888889,0.6800571049258793
120,humans,0.25146198830409355,0.7421267214283025
120,llms,0.38323586744639376,0.6070166594370259
120,human_llm,0.38706140350877194,0.6031808814039178
120,all_five,0.37235380116959066,0.6182121355118599
121,humans,0.2609649122807018,0.7322556025810032
121,llms,0.41471734892787526,0.5752334385670724
121,human_llm,0.4162524366471735,0.5735710958987796
121,all_five,0.4002631578947369,0.5898847871382142
122,humans,0.26608187134502925,0.7264433664800756
122,llms,0.36086744639376217,0.6301557440942356
122,human_llm,0.381359649122807,0.6087309205189658
122,all_five,0.3636842105263158,0.626888747271212
123,humans,0.2280701754385965,0.7661274450882933
123,llms,0.3400584795321638,0.6510846518175286
123,human_llm,0.35577485380116963,0.6351258306599137
123,all_five,0.33828947368421053,0.6530086571712331
124,humans,0.24707602339181287,0.7456272324669908
124,llms,0.35258284600389866,0.6375448600003644
124,human_llm,0.3734405458089669,0.6158640510643986
124,all_five,0.354546783625731,0.6353301701948761
125,humans,0.22295321637426901,0.7702296475604551
125,llms,0.3332846003898636,0.6568328131598735
125,human_llm,0.33425925925925926,0.6554994453104279
125,all_five,0.32283625730994153,0.6673902482360747
126,humans,0.2894736842105263,0.7035220363087551
126,llms,0.35131578947368425,0.6398925772666706
126,human_llm,0.3690545808966862,0.6216222494297414
126,all_five,0.3557748538011696,0.6353283789778545
127,humans,0.2821637426900585,0.7111894556562989
127,llms,0.3618908382066277,0.6296655845418879
127,human_llm,0.38601364522417153,0.6046988183349173
127,all_five,0.3683918128654971,0.6228707529874085
128,humans,0.2595029239766082,0.7329224124445528
128,llms,0.350682261208577,0.6392275012291198
128,human_llm,0.34544346978557505,0.644284673857517
128,all_five,0.33842105263157896,0.6516625407771215
129,humans,0.23464912280701755,0.7594813535086404
129,llms,0.36642300194931776,0.6242460311761107
129,human_llm,0.37994639376218325,0.6108818127073126
129,all_five,0.36135964912280705,0.6296947419185408
130,humans,0.25877192982456143,0.7343112088016727
130,llms,0.3798732943469786,0.6104348435258578
130,human_llm,0.3939083820662768,0.5959148662977785
130,all_five,0.3761842105263158,0.6140868710652037
131,humans,0.25,0.7429984507210106
131,llms,0.38684210526315793,0.6029077421355618
131,human_llm,0.420004873294347,0.5693618088128586
131,all_five,0.39305555555555555,0.5966583387525066
132,humans,0.31140350877192985,0.6818362178050904
132,llms,0.37480506822612086,0.616925007230225
132,human_llm,0.3971491228070176,0.5939959633092473
132,all_five,0.3818713450292398,0.609681973750281
133,humans,0.22953216374269006,0.7644009342254265
133,llms,0.36447368421052634,0.6264735855263255
133,human_llm,0.3834307992202729,0.6069858605925718
133,all_five,0.36235380116959065,0.6285269181747292
134,humans,0.26900584795321636,0.723697954393757
134,llms,0.3764619883040936,0.6140405448449804
134,human_llm,0.38635477582846006,0.6035806137010649
134,all_five,0.37165204678362573,0.6187127287649976
135,humans,0.25,0.7435888967129017
135,llms,0.35730994152046786,0.6330348643092673
135,human_llm,0.3771198830409357,0.6131493160524426
135,all_five,0.35846491228070176,0.6321377165951525
136,humans,0.2580409356725146,0.735552600053463
136,llms,0.3824561403508772,0.6076498204186975
136,human_llm,0.3818713450292398,0.6083495314617817
136,all_five,0.36966374269005847,0.6208811383375079
137,humans,0.29385964912280704,0.6996921691707128
137,llms,0.3708089668615985,0.621065847733451
137,human_llm,0.3844298245614035,0.6070477952044213
137,all_five,0.37128654970760233,0.6205301156829365
138,humans,0.2807017543859649,0.7128537856272725
138,llms,0.39220272904483433,0.5988763026733122
138,human_llm,0.4074317738791423,0.5833507648101433
138,all_five,0.3901900584795322,0.6009445023723583
139,humans,0.27631578947368424,0.7163648047218982
139,llms,0.38971734892787524,0.6001784916793319
139,human_llm,0.4108430799220273,0.5788870627031182
139,all_five,0.3910526315789474,0.5989484698360981
140,humans,0.25877192982456143,0.7342683334942666
140,llms,0.36033138401559456,0.6303396761520611
140,human_llm,0.3680068226120858,0.6224221847268159
140,all_five,0.354780701754386,0.6359570985914245
141,humans,0.2595029239766082,0.7343248881714985
141,llms,0.37889863547758285,0.6121441158666194
141,human_llm,0.3689571150097466,0.6219471063925592
141,all_five,0.36099415204678365,0.6302878859087424
142,humans,0.26973684210526316,0.7236863199938247
142,llms,0.3399610136452242,0.6520045735899755
142,human_llm,0.35996588693957116,0.6311638696429558
142,all_five,0.34494152046783627,0.6466979155339496
143,humans,0.22953216374269006,0.7640462307578738
143,llms,0.3341130604288499,0.6569675225644125
143,human_llm,0.3385721247563353,0.6520680800254618
143,all_five,0.32633040935672514,0.6647423774495389
144,humans,0.21564327485380116,0.7787613543181595
144,llms,0.3564327485380117,0.634952375432292
144,human_llm,0.3675194931773879,0.623365150682459
144,all_five,0.3490058479532164,0.6423537262473467
145,humans,0.2565789473684211,0.7366937429362661
145,llms,0.3624269005847953,0.6287415094952822
145,human_llm,0.37083333333333335,0.620008988551424
145,all_five,0.3568859649122807,0.634256061905252
146,humans,0.2646198830409357,0.7290883675541664
146,llms,0.34917153996101363,0.6426100416417266
146,human_llm,0.3911062378167641,0.6001518266396753
146,all_five,0.36587719298245613,0.6257058333328076
147,humans,0.24269005847953218,0.75089821942666
147,llms,0.38196881091617935,0.608433004189985
147,human_llm,0.37655945419103315,0.6136144965951915
147,all_five,0.3647953216374269,0.6257934996809765
148,humans,0.23757309941520469,0.7562183728241395
148,llms,0.3425438596491228,0.6490515167035494
148,human_llm,0.32923976608187133,0.662142356744199
148,all_five,0.3240643274853801,0.6676466328640429
