run,scenario_id,condition,swap_pair,direction,source_stratum,paper_failure_mode,multi_label_grounded,domestic_violence_hidden_fact,domestic_violence_explicit_probe,opening_query,hidden_fact,expected_initial_label,expected_initial_label_canonical,expected_final_label,expected_final_label_canonical,initial_top_label,initial_labels,initial_top_category_is_expected,initial_top_is_expected,initial_category_correct,initial_subcategory_correct,initial_exact_scorable,provider_initial_category_flag,provider_initial_exact_flag,follow_up_question_count,follow_up_questions,question_matched,matched_question,final_top_label,final_labels,final_top_category_is_expected,final_top_is_expected,final_category_correct,final_subcategory_correct,final_exact_scorable,provider_final_category_flag,provider_final_exact_flag,expected_final_category_present_initially,expected_final_exact_present_initially,expected_final_category_added,expected_final_exact_added,classification_changed,top_category_changed,provider_error,latency_ms,promptfoo_success
final_run_1_20260714T170440Z,x0495,intended,paternity_vs_custody,AtoB,expanded_workbook_grounded,,True,False,False,There is a dispute about my role as a parent and what I can do. Can a lawyer help me?,Legal parentage is settled and I need to modify custody.,Family Law > Paternity,Family Law > Paternity,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Parental Responsibility,Family Law > Parental Responsibility || Family Law > Child Custody/Visitation,True,False,True,False,True,True,False,1,What is the main issue you need help with?,True,What is the main issue you need help with?,Family Law > Parental Responsibility,Family Law > Parental Responsibility,True,False,True,False,True,True,False,True,True,False,False,False,False,,13650,False
final_run_1_20260714T170440Z,x0772,intended,medicaid_vs_guardianship,BtoA,expanded_workbook_grounded,,True,False,True,Our family cannot act for an incapacitated parent and care decisions are overdue. Can a lawyer help me?,A government health program denied continued coverage for the care facility.,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship,Administrative Law > Medicare/Medicaid,Administrative Law > Medicare/Medicaid,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Power of Attorney,True,True,True,True,True,True,True,3,"Did your parent sign any papers before they became incapacitated, like a power of attorney (lets someone handle money) or a health care directive/medical power of attorney (lets someone make medical choices)? || What kind of decisions do you most need help making right now? || Is there an urgent health or safety risk that might require an emergency court order within days?",False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,10779,False
final_run_1_20260714T170440Z,x0041,intended,custody_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,False,The other parent has been causing problems and I need advice about my child. I do not know what to do next.,The other parent hit me while I was holding our child and threatened to come back.,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,True,True,True,True,True,True,True,1,What is the main issue you need help with right now?,False,,,,False,False,False,False,True,,,True,False,False,False,False,False,,8927,False
final_run_1_20260714T170440Z,x0629,intended,contractor_vs_small_claims,BtoA,expanded_workbook_grounded,,True,False,False,I want to recover money for bad contractor work but do not know which court to use. Can a lawyer help me?,The dispute involves a construction lien and contractor licensing issues beyond small claims.,Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > General,False,False,True,False,True,True,False,3,About how much money are you trying to get back? || Where was the work done? || Do you have a written contract that mentions “arbitration” or “mediation” (a clause that says disputes go to a private judge instead of court)?,False,,,,False,False,False,False,True,,,True,True,False,False,False,False,,10875,False
final_run_1_20260714T170440Z,x0377,intended,dui_vs_dmv,BtoA,expanded_workbook_grounded,,False,False,False,A state office refused to renew my driving privileges.,I was arrested for driving under the influence and face a criminal charge.,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),Criminal Law > DUII/DWS,Criminal Law > DUII/DWS,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),True,True,True,True,True,True,True,1,"Is the refusal connected to a DUI or other criminal case, or is it a non-criminal DMV issue (like unpaid tickets/fees, documents, insurance, medical/vision)?",True,"Is the refusal connected to a DUI or other criminal case, or is it a non-criminal DMV issue (like unpaid tickets/fees, documents, insurance, medical/vision)?",Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),False,False,False,False,True,False,False,False,False,False,False,False,False,,16656,False
final_run_1_20260714T170440Z,x0614,intended,contractor_vs_small_claims,AtoB,expanded_workbook_grounded,,True,False,False,My renovation is unfinished and I need to know how to recover the cost. Can a lawyer help me?,"The only claim is for a small amount within the small-claims limit, and I want filing guidance.",Real Property > Construction/Contractors,Real Property > Construction/Contractors,Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > General,True,True,True,True,True,True,True,1,Is the renovation for a home or for a business property?,False,,,,False,False,False,False,True,,,True,False,False,False,False,False,,8782,False
final_run_1_20260714T170440Z,x0749,intended,medicaid_vs_guardianship,AtoB,expanded_workbook_grounded,,True,False,False,My elderly parent may lose care and our family does not know what to do. What are my options?,The court must appoint someone to make care and financial decisions.,Administrative Law > Medicare/Medicaid,Administrative Law > Medicare/Medicaid,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Long-term Care Issues,Wills & Trusts > Long-term Care Issues || Administrative Law > Medicare/Medicaid || Wills & Trusts > Conservatorship/Guardianship,False,False,True,True,True,True,True,3,What kind of care is being lost? || Do they have any documents naming someone to make decisions for them? || What coverage do they have for care?,True,Do they have any documents naming someone to make decisions for them?,Wills & Trusts > Long-term Care Issues,Wills & Trusts > Long-term Care Issues || Wills & Trusts > Conservatorship/Guardianship || Administrative Law > Medicare/Medicaid,True,False,True,True,True,True,True,True,True,False,False,False,False,,20267,False
final_run_1_20260714T170440Z,legacy_132,intended,employee_vs_employer,BtoA,legacy_200_snapshot,,False,False,False,I hired someone for a job in my business and we have a disagreement about how things ended. Now he's demanding something from me.,"The dispute is about terminating the worker from an employee position, not a contractor.","Business & Corporate > General (Contracts, Business, Organization)","Business and Corporate > General (contracts, entities)",Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,Labor & Employment > General - Employer,Labor & Employment > General - Employer || Labor & Employment > Document Review/Severance Packages - Employer,False,False,False,False,True,False,False,3,"Was this person an employee on your payroll, or an independent contractor you paid by invoice? || What is he asking you for? || Do you have anything in writing with him (offer letter, contract, non-compete, NDA, or separation agreement)?",True,"Was this person an employee on your payroll, or an independent contractor you paid by invoice?",Labor & Employment > General - Employer,"Labor & Employment > General - Employer || Business and Corporate > General (contracts, entities)",True,False,True,,False,True,False,True,,False,,False,False,,15490,False
final_run_1_20260714T170440Z,x0310,intended,judgment_vs_bankruptcy,AtoB,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,There is already a decision about a debt and I need to know the next step. I do not know what to do next.,Several creditors have judgments against me and I cannot meet basic expenses.,Debtor/Creditor > Judgement Collection,Debtor/Creditor > Judgment Collection,Bankruptcy > Personal,Bankruptcy > Personal,Debtor/Creditor > General (Debtor),Debtor/Creditor > General (Debtor) || Debtor/Creditor > Judgment Collection,True,False,True,True,True,True,False,2,"Are you the person who owes the debt, or the person trying to collect it? || Is the “decision” a court judgment?",True,Is the “decision” a court judgment?,Debtor/Creditor > General (Debtor),Debtor/Creditor > General (Debtor) || Debtor/Creditor > Judgment Collection,False,False,False,False,True,False,False,False,False,False,False,False,False,,31474,False
final_run_1_20260714T170440Z,x0592,intended,copyright_vs_patent,BtoA,expanded_workbook_grounded,,True,False,True,I want to stop competitors from copying a new creation. What are my options?,The creation is software code and written content that I want to register.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Other,True,False,True,True,True,True,True,1,What kind of creation is it? This helps pick the right protection path.,True,What kind of creation is it? This helps pick the right protection path.,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Other,True,True,True,True,True,True,True,True,True,False,False,False,False,,17967,False
final_run_1_20260714T170440Z,legacy_127,intended,employee_vs_employer,AtoB,legacy_200_snapshot,,False,False,False,Someone is upset I stopped their work and says I broke employment laws. How can I protect myself?,I'm the owner of a web design firm and I hired them as a freelance contractor.,Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,"Business & Corporate > General (Contracts, Business, Organization)","Business and Corporate > General (contracts, entities)",Labor & Employment > General - Employer,Labor & Employment > General - Employer,True,False,True,,False,True,False,3,What is your role in relation to the person whose work you stopped? || What exactly did you do? || What are they saying you did wrong?,True,What is your role in relation to the person whose work you stopped?,Labor & Employment > General - Employer,Labor & Employment > General - Employer || Labor & Employment > Wrongful Discharge - Employer,False,False,False,False,True,False,False,False,False,False,False,False,False,,18923,False
final_run_1_20260714T170440Z,x0623,intended,contractor_vs_small_claims,BtoA,expanded_workbook_grounded,,True,False,False,A contractor owes me money for repairs and I may need to file a claim myself. What are my options?,"The contractor's bond, licensing, and multiple subcontractors are involved.",Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > General,False,False,True,False,True,True,False,2,"What kind of repairs is this about? || Do you have anything in writing about the job (like a contract, estimate, invoice, or messages)?",False,,,,False,False,False,False,True,,,True,True,False,False,False,False,,9647,False
final_run_1_20260714T170440Z,x0189,intended,wrongful_discharge_vs_unemployment,AtoB,expanded_workbook_grounded,employment_admin_ignores_hearing_signals,True,False,False,I was fired and need help because I have no income now. I do not know what to do next.,I need representation at a state unemployment-benefits hearing.,Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,Administrative Law > Unemployment,Administrative Law > Unemployment,Labor & Employment > General - Employee,Labor & Employment > General - Employee || Administrative Law > Unemployment,True,False,True,,False,True,False,1,What do you need help with most right now?,True,What do you need help with most right now?,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Wrongful Discharge - Employee || Administrative Law > Unemployment,False,False,True,True,True,True,True,True,True,False,False,True,False,,14459,False
final_run_1_20260714T170440Z,x0536,intended,guardianship_vs_elder_abuse,BtoA,expanded_workbook_grounded,,True,False,True,I think an older relative is being taken advantage of and need legal help. I do not know what to do next.,No money is missing; we need a court-appointed guardian because there is no valid power of attorney.,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Power of Attorney,True,True,True,True,True,True,True,3,What kind of problem are you seeing? || Is your relative in immediate danger or unsafe right now? || Where does your relative live?,True,What kind of problem are you seeing?,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Conservatorship/Guardianship,True,False,True,True,True,True,True,True,True,False,False,False,False,,23723,False
final_run_1_20260714T170440Z,legacy_115,intended,dui_vs_dmv,BtoA,legacy_200_snapshot,,False,False,False,I’m having trouble with the DMV after they suspended my license and now I can’t drive to work.,It’s because I got a DUI last month.,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),Criminal Law > DUII/DWS,Criminal Law > DUII/DWS,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),True,True,True,True,True,True,True,1,Why did the DMV suspend your license?,True,Why did the DMV suspend your license?,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),False,False,True,False,True,True,False,True,False,False,False,False,False,,15743,False
final_run_1_20260714T170440Z,x0341,intended,tenant_vs_landlord,AtoB,expanded_workbook_grounded,,True,False,False,The other person is not following the rental agreement and I need advice. I do not know what to do next.,The lease lists me as the property owner renting the home out.,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential,Real Property > Tenant (Residential),Real Property > Tenant (Residential) || Real Property > Landlord Residential,True,True,True,True,True,True,True,2,Which one fits you best? || What’s the main issue?,True,Which one fits you best?,Real Property > Tenant (Residential),Real Property > Tenant (Residential) || Real Property > Landlord Residential,True,False,True,True,True,True,True,True,True,False,False,False,False,,22462,False
final_run_1_20260714T170440Z,x0593,intended,copyright_vs_patent,BtoA,expanded_workbook_grounded,,True,False,False,I need help filing the right kind of protection for my work. What are my options?,I need copyright protection for original artwork and a trademark for the brand.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Computer Law & Internet Law,True,False,True,True,True,True,True,1,What kind of “work” are you trying to protect?,True,What kind of “work” are you trying to protect?,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Computer Law & Internet Law,True,True,True,True,True,True,True,True,True,False,False,False,False,,21841,False
final_run_1_20260714T170440Z,x0226,intended,work_injury_vs_personal_injury,BtoA,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,True,I was injured at a store and the business says it is not responsible.,"I was an employee, on the clock, and performing my assigned duties when it happened.",General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State,General Litigation > Premises Liability,General Litigation > Premises Liability || General Litigation > Personal Injury,True,False,True,True,True,True,True,1,How were you hurt at the store?,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,9394,False
final_run_1_20260714T170440Z,x0014,intended,divorce_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,False,My spouse and I cannot keep living together and I need legal help. Can a lawyer help me?,My partner threatened to hurt me if I leave and has blocked the door before.,Family Law > General (Divorce/Separation),Family Law > General (Divorce/Separation etc.),Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.),True,True,True,True,True,True,False,1,What kind of help do you need right now?,True,What kind of help do you need right now?,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.) || Family Law > Restraining Orders,True,False,True,True,True,True,True,True,False,False,True,False,False,,16280,False
final_run_1_20260714T170440Z,x0003,intended,divorce_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,True,Things at home have become unbearable and I want to leave the relationship.,My partner controls my money and has threatened violence when I ask to leave.,Family Law > General (Divorce/Separation),Family Law > General (Divorce/Separation etc.),Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.),True,True,True,True,True,True,False,3,Are you married to this person? || Do you feel unsafe and need a court order to stay away (protective order)? || Do you have children together under 18?,True,Do you feel unsafe and need a court order to stay away (protective order)?,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.),True,False,True,False,True,True,False,True,False,False,False,False,False,,15064,False
final_run_1_20260714T170440Z,legacy_183,intended,tenant_vs_landlord,AtoB,legacy_200_snapshot,,False,False,False,The people living in the basement aren’t following the rules and keep making loud noise.,I am the landlord and I live upstairs.,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential,General Litigation > Neighbor Disputes/Nuisance,General Litigation > Neighbor Disputes/Nuisance || Real Property > Tenant (Residential),False,False,True,True,True,True,True,1,Which one fits your situation best?,True,Which one fits your situation best?,General Litigation > Neighbor Disputes/Nuisance,General Litigation > Neighbor Disputes/Nuisance || Real Property > Tenant (Residential),False,False,True,False,True,True,False,True,False,False,False,False,False,,15265,False
final_run_1_20260714T170440Z,x0292,intended,bankruptcy_vs_creditor,BtoA,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,I am having trouble getting payment and the situation is hurting me financially. What are my options?,I am the person who owes several creditors and want to file bankruptcy.,Debtor/Creditor > General (Creditor),Debtor/Creditor > General (Creditor),Bankruptcy > Personal,Bankruptcy > Personal,Labor & Employment > Wage and Hour Claims - Employee,Labor & Employment > Wage and Hour Claims - Employee || Debtor/Creditor > General (Creditor) || Consumer Law > Small Claims Advice,False,False,True,True,True,True,True,2,Who owes you the money? || Do you already have a court judgment saying they owe you money?,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,12561,False
final_run_1_20260714T170440Z,x0600,intended,copyright_vs_patent,BtoA,expanded_workbook_grounded,,True,False,False,I want to stop competitors from copying a new creation. Can a lawyer help me?,The creation is software code and written content that I want to register.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only),True,False,True,True,True,True,True,1,What kind of creation is it?,True,What kind of creation is it?,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only),True,True,True,True,True,True,True,True,True,False,False,False,False,,19578,False
final_run_1_20260714T170440Z,legacy_111,intended,dui_vs_dmv,BtoA,legacy_200_snapshot,,False,False,False,I got a letter from the DMV saying my license is suspended and I’m not sure what I need to do to get it back.,The suspension is because I was arrested for driving under the influence.,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),Criminal Law > DUII/DWS,Criminal Law > DUII/DWS,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),True,True,True,True,True,True,True,1,Do you know why the DMV says your license is suspended?,True,Do you know why the DMV says your license is suspended?,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),False,False,True,False,True,True,False,True,False,False,False,False,False,,16607,False
final_run_1_20260714T170440Z,x0216,intended,work_injury_vs_personal_injury,AtoB,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,True,I injured myself at a work site and have not been able to return. What are my options?,"A separate company's careless driver injured me, and my employer did not cause it.",Workers' Comp > State,Workers' Comp > State,General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation,True,True,True,True,True,True,True,3,"What best describes your situation when you got hurt? || Did you report the injury to your employer and file a workers’ compensation (work injury benefits) claim? || Did a person or company other than your employer cause or contribute to your injury (for example, another contractor, equipment maker, or driver)?",True,"Did a person or company other than your employer cause or contribute to your injury (for example, another contractor, equipment maker, or driver)?",Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation,False,False,False,False,True,False,False,False,False,False,False,False,False,,21337,False
final_run_1_20260714T170440Z,legacy_028,intended,criminal_vs_restraining,AtoB,legacy_200_snapshot,criminal_vs_restraining,False,False,False,A person keeps showing up wherever I go. I'm worried for my safety.,"It's my adult son who's stalking me, and I want a restraining order.",Criminal Law > Misdemeanor,Criminal Law > Misdemeanor,Family Law > Restraining Orders,Family Law > Restraining Orders,General Litigation > Stalking Orders,General Litigation > Stalking Orders || Family Law > Restraining Orders,False,False,False,False,True,False,False,1,What is your relationship to this person?,True,What is your relationship to this person?,General Litigation > Stalking Orders,General Litigation > Stalking Orders,False,False,False,False,True,False,False,True,True,False,False,False,False,,17546,False
